time,lattitude,longtitude,connection_strength_data,provider,line_id,machine_cycle_phase,power_draw_kw,harmonic_spike_db
2024-04-01T06:49:00,34.710713,135.289525,61.794,FactoryGrid,L-06,3.97935,365.27,-6.756
2024-04-01T06:49:30,34.711307,135.289094,59.785,FactoryGrid,L-06,4.08407,351.727,-1.18
2024-04-01T06:50:00,34.708569,135.291121,58.787,FactoryGrid,L-05,4.18879,349.222,5.0
2024-04-01T06:50:30,34.70881,135.289878,59.314,FactoryGrid,L-02,4.29351,346.014,11.18
2024-04-01T06:51:00,34.711626,135.288839,59.431,SmartPlant Mobile,L-05,4.39823,348.101,16.756
2024-04-01T06:51:30,34.708321,135.291826,58.828,FactoryGrid,L-05,4.50295,337.82,21.18
2024-04-01T06:52:00,34.708991,135.288948,59.548,FactoryGrid,L-01,4.60767,337.931,24.021
2024-04-01T06:52:30,34.709208,135.290511,59.45,FactoryGrid,L-05,4.71239,343.116,25.0
2024-04-01T06:53:00,34.709887,135.290995,60.463,UQ Mobile,L-02,4.81711,339.85,24.021
2024-04-01T06:53:30,34.711293,135.289179,60.554,FactoryGrid,L-01,4.92183,337.499,21.18
2024-04-01T06:54:00,34.708051,135.291327,63.234,UQ Mobile,L-01,5.02655,340.099,16.756
2024-04-01T06:54:30,34.711053,135.290794,64.187,UQ Mobile,L-01,5.13127,343.359,11.18
2024-04-01T06:55:00,34.709807,135.289157,66.486,FactoryGrid,L-01,5.23599,350.478,5.0
2024-04-01T06:55:30,34.711885,135.289962,67.821,UQ Mobile,L-05,5.34071,352.935,-1.18
2024-04-01T06:56:00,34.710107,135.289387,68.184,UQ Mobile,L-06,5.44543,356.551,-6.756
2024-04-01T06:56:30,34.710203,135.288002,69.407,UQ Mobile,L-01,5.55015,366.268,-11.18
2024-04-01T06:57:00,34.710032,135.291255,71.304,FactoryGrid,L-05,5.65487,374.49,-14.021
2024-04-01T06:57:30,34.709066,135.289362,73.261,SmartPlant Mobile,L-02,5.75959,381.017,-15.0
2024-04-01T06:58:00,34.708631,135.291197,71.91,FactoryGrid,L-02,5.86431,388.126,-14.021
2024-04-01T06:58:30,34.710115,135.290036,73.061,SmartPlant Mobile,L-06,5.96903,396.545,-11.18
2024-04-01T06:59:00,34.709272,135.289556,70.206,FactoryGrid,L-01,6.07375,406.087,-6.756
2024-04-01T06:59:30,34.709084,135.29099,68.863,SmartPlant Mobile,L-02,6.17847,411.981,-1.18
2024-04-01T07:00:00,34.709527,135.288041,70.388,SmartPlant Mobile,L-05,0.0,421.091,5.0
2024-04-01T07:00:30,34.711773,135.29129,66.725,SmartPlant Mobile,L-05,0.10472,427.921,11.18
2024-04-01T07:01:00,34.709605,135.291748,67.893,SmartPlant Mobile,L-06,0.20944,438.746,16.756
2024-04-01T07:01:30,34.710933,135.289771,66.813,UQ Mobile,L-01,0.31416,448.385,21.18
2024-04-01T07:02:00,34.710945,135.289051,64.469,FactoryGrid,L-05,0.41888,449.945,24.021
2024-04-01T07:02:30,34.708162,135.291177,63.949,SmartPlant Mobile,L-01,0.5236,457.981,25.0
2024-04-01T07:03:00,34.708018,135.288424,62.813,UQ Mobile,L-01,0.62832,471.714,24.021
2024-04-01T07:03:30,34.711647,135.288248,63.87,UQ Mobile,L-05,0.73304,470.408,21.18
2024-04-01T07:04:00,34.70917,135.28904,64.255,SmartPlant Mobile,L-05,0.83776,477.119,16.756
2024-04-01T07:04:30,34.70923,135.290585,64.847,SmartPlant Mobile,L-06,0.94248,481.962,11.18
2024-04-01T07:05:00,34.709494,135.289555,66.411,UQ Mobile,L-02,1.0472,490.362,5.0
2024-04-01T07:05:30,34.70942,135.288099,66.02,FactoryGrid,L-01,1.15192,492.27,-1.18
2024-04-01T07:06:00,34.708786,135.290362,68.135,FactoryGrid,L-02,1.25664,497.774,-6.756
2024-04-01T07:06:30,34.710684,135.289167,67.702,UQ Mobile,L-01,1.36136,500.784,-11.18
2024-04-01T07:07:00,34.710184,135.289588,68.523,SmartPlant Mobile,L-02,1.46608,498.301,-14.021
2024-04-01T07:07:30,34.708038,135.291628,68.255,FactoryGrid,L-01,1.5708,496.607,-15.0
2024-04-01T07:08:00,34.708075,135.288875,65.16,UQ Mobile,L-05,1.67552,497.906,-14.021
2024-04-01T07:08:30,34.708343,135.289945,65.058,UQ Mobile,L-05,1.78024,498.484,-11.18
2024-04-01T07:09:00,34.709435,135.290347,63.885,FactoryGrid,L-05,1.88496,496.725,-6.756
2024-04-01T07:09:30,34.711031,135.290314,62.904,UQ Mobile,L-02,1.98968,496.567,-1.18
2024-04-01T07:10:00,34.708209,135.291213,59.097,UQ Mobile,L-01,2.0944,484.618,5.0
2024-04-01T07:10:30,34.711535,135.288125,58.859,FactoryGrid,L-01,2.19911,489.31,11.18
2024-04-01T07:11:00,34.708082,135.288057,56.093,SmartPlant Mobile,L-01,2.30383,479.651,16.756
2024-04-01T07:11:30,34.709096,135.291752,54.644,SmartPlant Mobile,L-06,2.40855,475.532,21.18
2024-04-01T07:12:00,34.711531,135.289597,54.294,FactoryGrid,L-05,2.51327,464.225,24.021
2024-04-01T07:12:30,34.711244,135.291392,55.2,UQ Mobile,L-02,2.61799,463.783,25.0
2024-04-01T07:13:00,34.711736,135.288255,53.695,FactoryGrid,L-06,2.72271,455.305,24.021
2024-04-01T07:13:30,34.709803,135.29054,54.383,UQ Mobile,L-02,2.82743,441.155,21.18
2024-04-01T07:14:00,34.711847,135.288666,53.82,UQ Mobile,L-02,2.93215,439.067,16.756
2024-04-01T07:14:30,34.70991,135.28829,56.644,UQ Mobile,L-02,3.03687,423.813,11.18
2024-04-01T07:15:00,34.710636,135.288641,56.919,SmartPlant Mobile,L-05,3.14159,415.89,5.0
2024-04-01T07:15:30,34.70973,135.289366,57.949,SmartPlant Mobile,L-05,3.24631,412.106,-1.18
2024-04-01T07:16:00,34.711673,135.291653,58.586,SmartPlant Mobile,L-01,3.35103,399.256,-6.756
2024-04-01T07:16:30,34.709234,135.291145,61.867,SmartPlant Mobile,L-05,3.45575,393.327,-11.18
2024-04-01T07:17:00,34.708524,135.291474,60.284,UQ Mobile,L-05,3.56047,386.114,-14.021
2024-04-01T07:17:30,34.711332,135.291787,63.005,FactoryGrid,L-01,3.66519,383.133,-15.0
2024-04-01T07:18:00,34.709031,135.291412,62.205,UQ Mobile,L-05,3.76991,375.838,-14.021
2024-04-01T07:18:30,34.710292,135.290886,60.537,SmartPlant Mobile,L-06,3.87463,370.95,-11.18
2024-04-01T07:19:00,34.710688,135.29134,61.32,SmartPlant Mobile,L-06,3.97935,355.935,-6.756
2024-04-01T07:19:30,34.711185,135.288115,60.838,SmartPlant Mobile,L-02,4.08407,358.795,-1.18
2024-04-01T07:20:00,34.711048,135.289603,58.948,FactoryGrid,L-02,4.18879,349.964,5.0
2024-04-01T07:20:30,34.711886,135.289597,59.823,UQ Mobile,L-01,4.29351,345.394,11.18
2024-04-01T07:21:00,34.710492,135.289956,58.565,SmartPlant Mobile,L-01,4.39823,343.378,16.756
2024-04-01T07:21:30,34.711759,135.289989,58.947,SmartPlant Mobile,L-05,4.50295,342.662,21.18
2024-04-01T07:22:00,34.708703,135.288343,57.19,UQ Mobile,L-01,4.60767,344.294,24.021
2024-04-01T07:22:30,34.711631,135.291947,57.95,UQ Mobile,L-01,4.71239,339.34,25.0
2024-04-01T07:23:00,34.709921,135.28853,59.108,UQ Mobile,L-02,4.81711,345.375,24.021
2024-04-01T07:23:30,34.711143,135.288391,61.329,SmartPlant Mobile,L-05,4.92183,339.232,21.18
2024-04-01T07:24:00,34.708806,135.291783,61.363,SmartPlant Mobile,L-01,5.02655,348.616,16.756
2024-04-01T07:24:30,34.710013,135.291818,65.622,SmartPlant Mobile,L-02,5.13127,342.982,11.18
2024-04-01T07:25:00,34.708657,135.289951,66.221,UQ Mobile,L-01,5.23599,345.873,5.0
2024-04-01T07:25:30,34.710826,135.291744,68.469,FactoryGrid,L-06,5.34071,356.7,-1.18
2024-04-01T07:26:00,34.710606,135.289088,67.97,SmartPlant Mobile,L-05,5.44543,356.595,-6.756
2024-04-01T07:26:30,34.70937,135.290008,71.098,FactoryGrid,L-01,5.55015,368.719,-11.18
2024-04-01T07:27:00,34.71182,135.290256,71.102,UQ Mobile,L-05,5.65487,371.513,-14.021
2024-04-01T07:27:30,34.711586,135.291077,71.633,UQ Mobile,L-02,5.75959,383.853,-15.0
2024-04-01T07:28:00,34.709942,135.288158,71.705,FactoryGrid,L-01,5.86431,387.349,-14.021
2024-04-01T07:28:30,34.708019,135.288908,73.405,SmartPlant Mobile,L-05,5.96903,391.629,-11.18
2024-04-01T07:29:00,34.711079,135.290899,70.7,FactoryGrid,L-02,6.07375,406.825,-6.756
2024-04-01T07:29:30,34.710079,135.291738,70.124,SmartPlant Mobile,L-06,6.17847,414.064,-1.18
2024-04-01T07:30:00,34.711041,135.288151,70.301,SmartPlant Mobile,L-01,0.0,419.449,5.0
2024-04-01T07:30:30,34.709814,135.290629,66.253,FactoryGrid,L-05,0.10472,427.705,11.18
2024-04-01T07:31:00,34.709945,135.288096,65.125,FactoryGrid,L-02,0.20944,433.579,16.756
2024-04-01T07:31:30,34.711588,135.288744,65.168,FactoryGrid,L-02,0.31416,441.593,21.18
2024-04-01T07:32:00,34.711904,135.289414,64.34,UQ Mobile,L-05,0.41888,453.378,24.021
2024-04-01T07:32:30,34.708307,135.290685,63.46,SmartPlant Mobile,L-05,0.5236,458.518,25.0
2024-04-01T07:33:00,34.710804,135.291278,62.968,SmartPlant Mobile,L-05,0.62832,465.126,24.021
2024-04-01T07:33:30,34.710433,135.291072,62.919,SmartPlant Mobile,L-05,0.73304,478.138,21.18
2024-04-01T07:34:00,34.709922,135.291601,65.08,FactoryGrid,L-02,0.83776,480.873,16.756
2024-04-01T07:34:30,34.711215,135.290506,66.717,FactoryGrid,L-01,0.94248,485.116,11.18
2024-04-01T07:35:00,34.709608,135.291827,65.625,UQ Mobile,L-05,1.0472,488.453,5.0
2024-04-01T07:35:30,34.708957,135.291659,66.507,SmartPlant Mobile,L-05,1.15192,490.455,-1.18
2024-04-01T07:36:00,34.711405,135.290742,68.633,SmartPlant Mobile,L-06,1.25664,491.245,-6.756
2024-04-01T07:36:30,34.711571,135.291408,67.6,UQ Mobile,L-02,1.36136,497.092,-11.18
2024-04-01T07:37:00,34.70947,135.289587,66.621,SmartPlant Mobile,L-01,1.46608,502.735,-14.021
2024-04-01T07:37:30,34.709805,135.290136,65.888,UQ Mobile,L-05,1.5708,501.334,-15.0
2024-04-01T07:38:00,34.711963,135.288577,65.617,UQ Mobile,L-06,1.67552,501.976,-14.021
2024-04-01T07:38:30,34.709283,135.291004,64.325,SmartPlant Mobile,L-05,1.78024,498.96,-11.18
2024-04-01T07:39:00,34.710053,135.288145,64.798,SmartPlant Mobile,L-01,1.88496,494.748,-6.756
2024-04-01T07:39:30,34.709788,135.288509,61.105,SmartPlant Mobile,L-01,1.98968,497.857,-1.18
2024-04-01T07:40:00,34.708159,135.291758,59.481,UQ Mobile,L-06,2.0944,490.279,5.0
2024-04-01T07:40:30,34.711443,135.288348,57.404,UQ Mobile,L-01,2.19911,487.199,11.18
2024-04-01T07:41:00,34.709927,135.288764,56.338,UQ Mobile,L-01,2.30383,480.689,16.756
2024-04-01T07:41:30,34.708169,135.288457,54.211,FactoryGrid,L-02,2.40855,478.016,21.18
2024-04-01T07:42:00,34.709112,135.28996,54.585,FactoryGrid,L-06,2.51327,465.146,24.021
2024-04-01T07:42:30,34.709542,135.288734,52.916,UQ Mobile,L-01,2.61799,464.06,25.0
2024-04-01T07:43:00,34.708762,135.288252,55.178,UQ Mobile,L-02,2.72271,455.218,24.021
2024-04-01T07:43:30,34.711554,135.291275,55.428,SmartPlant Mobile,L-06,2.82743,442.331,21.18
2024-04-01T07:44:00,34.708201,135.289871,55.44,FactoryGrid,L-06,2.93215,434.033,16.756
2024-04-01T07:44:30,34.708354,135.288899,56.817,SmartPlant Mobile,L-01,3.03687,425.177,11.18
2024-04-01T07:45:00,34.710108,135.289933,57.904,UQ Mobile,L-02,3.14159,421.187,5.0
2024-04-01T07:45:30,34.708411,135.291396,57.894,UQ Mobile,L-01,3.24631,412.957,-1.18
2024-04-01T07:46:00,34.710584,135.288451,58.789,FactoryGrid,L-01,3.35103,406.494,-6.756
2024-04-01T07:46:30,34.711961,135.288653,59.52,FactoryGrid,L-01,3.45575,395.881,-11.18
2024-04-01T07:47:00,34.708616,135.291959,60.042,SmartPlant Mobile,L-02,3.56047,385.902,-14.021
2024-04-01T07:47:30,34.711877,135.290784,61.457,UQ Mobile,L-06,3.66519,378.428,-15.0
2024-04-01T07:48:00,34.710221,135.289325,62.926,UQ Mobile,L-06,3.76991,370.189,-14.021
2024-04-01T07:48:30,34.710377,135.288806,62.883,FactoryGrid,L-02,3.87463,371.087,-11.18
2024-04-01T07:49:00,34.70927,135.289927,60.344,FactoryGrid,L-02,3.97935,361.477,-6.756
2024-04-01T07:49:30,34.710124,135.288488,61.797,SmartPlant Mobile,L-01,4.08407,350.943,-1.18
2024-04-01T07:50:00,34.709847,135.289452,59.334,FactoryGrid,L-01,4.18879,352.131,5.0
2024-04-01T07:50:30,34.708847,135.290177,59.806,UQ Mobile,L-01,4.29351,342.59,11.18
2024-04-01T07:51:00,34.70858,135.291591,60.089,FactoryGrid,L-06,4.39823,339.691,16.756
2024-04-01T07:51:30,34.710255,135.288101,59.3,UQ Mobile,L-01,4.50295,338.331,21.18
2024-04-01T07:52:00,34.708046,135.289064,59.598,SmartPlant Mobile,L-06,4.60767,338.196,24.021
2024-04-01T07:52:30,34.711261,135.290542,59.35,SmartPlant Mobile,L-06,4.71239,342.376,25.0
2024-04-01T07:53:00,34.708942,135.28854,59.203,SmartPlant Mobile,L-01,4.81711,336.821,24.021
2024-04-01T07:53:30,34.711055,135.291122,61.804,SmartPlant Mobile,L-02,4.92183,344.239,21.18
2024-04-01T07:54:00,34.709836,135.290934,61.128,SmartPlant Mobile,L-06,5.02655,346.87,16.756
2024-04-01T07:54:30,34.71132,135.288235,64.998,FactoryGrid,L-05,5.13127,349.257,11.18
2024-04-01T07:55:00,34.708085,135.288575,67.496,FactoryGrid,L-02,5.23599,349.537,5.0
2024-04-01T07:55:30,34.70992,135.291545,68.566,UQ Mobile,L-01,5.34071,350.881,-1.18
2024-04-01T07:56:00,34.708194,135.290013,68.734,SmartPlant Mobile,L-01,5.44543,357.248,-6.756
2024-04-01T07:56:30,34.711588,135.2888,69.606,UQ Mobile,L-01,5.55015,371.227,-11.18
2024-04-01T07:57:00,34.708997,135.288125,72.763,SmartPlant Mobile,L-01,5.65487,375.077,-14.021
2024-04-01T07:57:30,34.711407,135.291038,73.635,FactoryGrid,L-02,5.75959,381.299,-15.0
2024-04-01T07:58:00,34.711138,135.291235,72.704,UQ Mobile,L-01,5.86431,387.076,-14.021
2024-04-01T07:58:30,34.709267,135.28891,72.382,UQ Mobile,L-05,5.96903,395.787,-11.18
2024-04-01T07:59:00,34.711588,135.291636,69.896,SmartPlant Mobile,L-05,6.07375,398.842,-6.756
2024-04-01T07:59:30,34.70958,135.289596,71.457,FactoryGrid,L-05,6.17847,413.146,-1.18
2024-04-01T08:00:00,34.710502,135.290508,69.881,SmartPlant Mobile,L-05,0.0,417.034,5.0
2024-04-01T08:00:30,34.710168,135.291264,68.693,FactoryGrid,L-02,0.10472,433.313,11.18
2024-04-01T08:01:00,34.711489,135.291774,66.711,UQ Mobile,L-06,0.20944,435.132,16.756
2024-04-01T08:01:30,34.710276,135.290546,64.553,FactoryGrid,L-06,0.31416,440.625,21.18
2024-04-01T08:02:00,34.708015,135.28999,64.509,FactoryGrid,L-01,0.41888,451.959,24.021
2024-04-01T08:02:30,34.708575,135.290678,65.331,UQ Mobile,L-06,0.5236,458.068,25.0
2024-04-01T08:03:00,34.709057,135.289024,62.792,UQ Mobile,L-02,0.62832,469.549,24.021
2024-04-01T08:03:30,34.711227,135.291721,65.15,FactoryGrid,L-06,0.73304,476.031,21.18
2024-04-01T08:04:00,34.711158,135.289242,65.901,UQ Mobile,L-01,0.83776,481.436,16.756
2024-04-01T08:04:30,34.709232,135.291213,65.209,UQ Mobile,L-01,0.94248,489.468,11.18
2024-04-01T08:05:00,34.711525,135.29188,67.129,FactoryGrid,L-06,1.0472,490.125,5.0
2024-04-01T08:05:30,34.708564,135.289643,68.159,SmartPlant Mobile,L-05,1.15192,495.507,-1.18
2024-04-01T08:06:00,34.711526,135.291181,67.654,SmartPlant Mobile,L-01,1.25664,497.578,-6.756
2024-04-01T08:06:30,34.708518,135.29179,68.139,UQ Mobile,L-01,1.36136,498.563,-11.18
2024-04-01T08:07:00,34.7105,135.288048,66.006,UQ Mobile,L-05,1.46608,500.545,-14.021
2024-04-01T08:07:30,34.709205,135.288922,67.529,UQ Mobile,L-06,1.5708,497.92,-15.0
2024-04-01T08:08:00,34.711773,135.291068,66.107,SmartPlant Mobile,L-02,1.67552,502.793,-14.021
2024-04-01T08:08:30,34.711086,135.288454,65.488,FactoryGrid,L-05,1.78024,493.922,-11.18
2024-04-01T08:09:00,34.710412,135.290187,62.903,FactoryGrid,L-06,1.88496,500.583,-6.756
