time,lattitude,longtitude,connection_strength_data,provider,segment_id,commuter_density_per_km,vehicle_flow_per_min,mass_transit_load_index
2024-03-04T06:18:00,35.697381,139.794849,59.895,MetroLink Mobile,E31,155.755,67.597,0.907
2024-03-04T06:20:00,35.697168,139.793902,59.935,LoopNet Wireless,A01,150.192,69.3,0.879
2024-03-04T06:22:00,35.697336,139.791308,59.82,LoopNet Wireless,B07,151.244,68.698,0.854
2024-03-04T06:24:00,35.698936,139.793978,60.051,UQ Mobile,C13,150.084,70.378,0.917
2024-03-04T06:26:00,35.698773,139.790547,59.857,LoopNet Wireless,D22,152.692,71.149,0.903
2024-03-04T06:28:00,35.699469,139.79179,59.78,UQ Mobile,E31,148.894,71.013,0.844
2024-03-04T06:30:00,35.702233,139.792156,59.744,UQ Mobile,A01,156.136,70.618,0.904
2024-03-04T06:32:00,35.702703,139.791651,59.629,LoopNet Wireless,B07,157.577,70.785,0.891
2024-03-04T06:34:00,35.702819,139.790986,59.314,UQ Mobile,C13,157.353,73.664,0.839
2024-03-04T06:36:00,35.701417,139.792167,60.021,UQ Mobile,D22,152.158,69.336,0.92
2024-03-04T06:38:00,35.70067,139.789229,59.644,UQ Mobile,E31,153.254,73.902,0.883
2024-03-04T06:40:00,35.703632,139.792189,59.524,LoopNet Wireless,A01,155.857,70.893,0.849
2024-03-04T06:42:00,35.700386,139.788884,59.54,UQ Mobile,B07,155.359,72.083,0.86
2024-03-04T06:44:00,35.703253,139.789775,59.539,MetroLink Mobile,C13,157.184,72.18,0.878
2024-03-04T06:46:00,35.703568,139.788026,59.431,MetroLink Mobile,D22,157.298,73.41,0.865
2024-03-04T06:48:00,35.701749,139.7879,59.662,LoopNet Wireless,E31,156.626,70.945,0.891
2024-03-04T06:50:00,35.702538,139.788331,59.861,LoopNet Wireless,A01,152.249,74.078,0.929
2024-03-04T06:52:00,35.702154,139.790569,59.667,UQ Mobile,B07,156.78,74.554,0.93
2024-03-04T06:54:00,35.701854,139.789566,59.862,MetroLink Mobile,C13,153.225,71.612,0.914
2024-03-04T06:56:00,35.70349,139.787129,59.481,LoopNet Wireless,D22,159.986,73.525,0.905
2024-03-04T06:58:00,35.704152,139.790006,59.607,MetroLink Mobile,E31,156.114,70.927,0.872
2024-03-04T07:00:00,35.70508,139.788684,59.884,UQ Mobile,A01,151.304,74.098,0.925
2024-03-04T07:02:00,35.704245,139.787617,59.336,UQ Mobile,B07,160.083,73.059,0.865
2024-03-04T07:04:00,35.70267,139.78845,59.384,UQ Mobile,C13,159.864,73.52,0.88
2024-03-04T07:06:00,35.70554,139.785388,59.435,LoopNet Wireless,D22,157.92,71.917,0.857
2024-03-04T07:08:00,35.703415,139.788179,59.831,LoopNet Wireless,E31,151.217,75.08,0.921
2024-03-04T07:10:00,35.704649,139.788049,59.498,UQ Mobile,A01,158.374,75.21,0.91
2024-03-04T07:12:00,35.706016,139.785125,59.507,LoopNet Wireless,B07,159.407,74.137,0.912
2024-03-04T07:14:00,35.704302,139.786161,59.932,LoopNet Wireless,C13,151.489,70.714,0.905
2024-03-04T07:16:00,35.70404,139.787188,59.865,UQ Mobile,D22,156.196,70.369,0.932
2024-03-04T07:18:00,35.705918,139.784048,59.671,LoopNet Wireless,E31,156.414,70.311,0.885
2024-03-04T07:20:00,35.704968,139.785584,59.518,LoopNet Wireless,A01,154.633,75.399,0.88
2024-03-04T07:22:00,35.704748,139.785009,59.584,UQ Mobile,B07,155.713,72.032,0.873
2024-03-04T07:24:00,35.707139,139.783907,59.845,LoopNet Wireless,C13,154.563,72.069,0.928
2024-03-04T07:26:00,35.707746,139.783739,59.681,MetroLink Mobile,D22,155.647,74.951,0.926
2024-03-04T07:28:00,35.705257,139.783498,59.645,LoopNet Wireless,E31,153.559,70.616,0.853
2024-03-04T07:30:00,35.706534,139.783584,59.305,UQ Mobile,A01,162.382,70.753,0.858
2024-03-04T07:32:00,35.70692,139.782755,59.59,UQ Mobile,B07,159.928,70.454,0.901
2024-03-04T07:34:00,35.707675,139.782278,59.106,UQ Mobile,C13,162.676,74.184,0.845
2024-03-04T07:36:00,35.707705,139.78371,59.59,MetroLink Mobile,D22,160.736,71.49,0.92
2024-03-04T07:38:00,35.707098,139.781309,59.438,LoopNet Wireless,E31,156.725,74.881,0.875
2024-03-04T07:40:00,35.708605,139.780981,59.485,MetroLink Mobile,A01,157.672,73.69,0.885
2024-03-04T07:42:00,35.708356,139.782468,59.452,MetroLink Mobile,B07,153.681,74.695,0.847
2024-03-04T07:44:00,35.706156,139.779419,59.613,LoopNet Wireless,C13,157.549,74.503,0.924
2024-03-04T07:46:00,35.710085,139.78182,59.711,UQ Mobile,D22,153.914,70.392,0.871
2024-03-04T07:48:00,35.708047,139.779901,59.418,UQ Mobile,E31,161.74,73.47,0.907
2024-03-04T07:50:00,35.706765,139.779371,59.34,MetroLink Mobile,A01,161.678,73.29,0.885
2024-03-04T07:52:00,35.709847,139.777315,59.254,MetroLink Mobile,B07,157.782,75.16,0.843
2024-03-04T07:54:00,35.707165,139.779485,59.339,UQ Mobile,C13,163.12,72.635,0.892
2024-03-04T07:56:00,35.708601,139.779813,59.448,LoopNet Wireless,D22,155.051,74.395,0.856
2024-03-04T07:58:00,35.708374,139.777512,59.368,UQ Mobile,E31,160.933,69.642,0.848
2024-03-04T08:00:00,35.707826,139.779155,59.431,LoopNet Wireless,A01,162.378,70.585,0.887
2024-03-04T08:02:00,35.707986,139.778859,59.223,UQ Mobile,B07,156.519,74.391,0.815
2024-03-04T08:04:00,35.708827,139.778701,59.129,MetroLink Mobile,C13,161.953,71.963,0.821
2024-03-04T08:06:00,35.707334,139.777904,59.313,UQ Mobile,D22,162.143,72.779,0.878
2024-03-04T08:08:00,35.707551,139.777122,59.391,UQ Mobile,E31,161.493,70.42,0.867
2024-03-04T08:10:00,35.711414,139.775398,59.322,MetroLink Mobile,A01,160.643,69.475,0.832
2024-03-04T08:12:00,35.708256,139.776257,59.107,MetroLink Mobile,B07,164.244,71.772,0.837
2024-03-04T08:14:00,35.711017,139.775793,59.306,UQ Mobile,C13,159.143,71.835,0.836
2024-03-04T08:16:00,35.708811,139.77638,59.543,MetroLink Mobile,D22,158.921,69.527,0.87
2024-03-04T08:18:00,35.711099,139.776236,59.283,UQ Mobile,E31,159.26,70.5,0.818
2024-03-04T08:20:00,35.707847,139.771992,59.111,LoopNet Wireless,A01,164.549,70.187,0.825
2024-03-04T08:22:00,35.70869,139.77403,59.026,UQ Mobile,B07,162.883,69.728,0.782
2024-03-04T08:24:00,35.711162,139.774481,58.821,UQ Mobile,C13,163.507,73.342,0.774
2024-03-04T08:26:00,35.710094,139.772515,59.182,MetroLink Mobile,D22,160.953,68.658,0.791
2024-03-04T08:28:00,35.709507,139.771268,59.459,MetroLink Mobile,E31,156.448,71.458,0.844
2024-03-04T08:30:00,35.708983,139.772554,59.238,UQ Mobile,A01,162.186,71.52,0.846
2024-03-04T08:32:00,35.70821,139.772964,59.126,LoopNet Wireless,B07,158.395,69.87,0.764
2024-03-04T08:34:00,35.711318,139.772565,59.271,MetroLink Mobile,C13,158.553,72.155,0.825
2024-03-04T08:36:00,35.711755,139.772737,59.055,LoopNet Wireless,D22,161.934,71.548,0.799
2024-03-04T08:38:00,35.70845,139.768807,59.008,UQ Mobile,E31,165.098,68.592,0.789
2024-03-04T08:40:00,35.710772,139.770815,58.988,UQ Mobile,A01,164.91,67.984,0.776
2024-03-04T08:42:00,35.711804,139.769639,59.142,LoopNet Wireless,B07,160.411,69.55,0.785
2024-03-04T08:44:00,35.710983,139.768282,59.284,LoopNet Wireless,C13,157.345,67.32,0.768
2024-03-04T08:46:00,35.710833,139.770313,59.085,MetroLink Mobile,D22,159.772,70.533,0.774
2024-03-04T08:48:00,35.710448,139.766755,58.986,LoopNet Wireless,E31,162.089,72.379,0.791
2024-03-04T08:50:00,35.710669,139.767641,58.91,MetroLink Mobile,A01,159.165,70.54,0.725
2024-03-04T08:52:00,35.709518,139.76838,58.929,MetroLink Mobile,B07,159.676,68.425,0.713
2024-03-04T08:54:00,35.707947,139.766689,59.026,MetroLink Mobile,C13,161.83,68.701,0.762
2024-03-04T08:56:00,35.708931,139.767367,58.982,MetroLink Mobile,D22,163.982,67.226,0.758
2024-03-04T08:58:00,35.709065,139.768816,58.859,LoopNet Wireless,E31,166.205,68.193,0.759
2024-03-04T09:00:00,35.708186,139.764751,58.665,LoopNet Wireless,A01,161.129,70.475,0.682
2024-03-04T09:02:00,35.710689,139.767638,58.916,LoopNet Wireless,B07,158.987,66.74,0.686
2024-03-04T09:04:00,35.709853,139.765174,58.723,LoopNet Wireless,C13,162.047,68.267,0.684
2024-03-04T09:06:00,35.711369,139.767122,58.52,MetroLink Mobile,D22,166.052,70.578,0.696
2024-03-04T09:08:00,35.708903,139.764132,58.663,LoopNet Wireless,E31,163.651,70.273,0.705
2024-03-04T09:10:00,35.709343,139.763865,58.803,UQ Mobile,A01,158.216,69.882,0.682
2024-03-04T09:12:00,35.711245,139.764167,58.621,LoopNet Wireless,B07,162.876,66.503,0.649
2024-03-04T09:14:00,35.710018,139.76309,58.765,UQ Mobile,C13,161.152,70.363,0.706
2024-03-04T09:16:00,35.708225,139.763399,58.928,LoopNet Wireless,D22,164.347,64.606,0.721
2024-03-04T09:18:00,35.708221,139.764769,58.868,LoopNet Wireless,E31,160.676,64.298,0.667
2024-03-04T09:20:00,35.710294,139.763413,58.442,UQ Mobile,A01,165.394,66.798,0.633
2024-03-04T09:22:00,35.708864,139.760947,58.636,MetroLink Mobile,B07,165.64,66.188,0.677
2024-03-04T09:24:00,35.707382,139.76154,58.526,MetroLink Mobile,C13,167.63,68.668,0.694
2024-03-04T09:26:00,35.707237,139.760854,58.587,UQ Mobile,D22,162.638,63.474,0.608
2024-03-04T09:28:00,35.709162,139.762657,58.487,MetroLink Mobile,E31,162.917,66.269,0.614
2024-03-04T09:30:00,35.70985,139.761838,58.529,LoopNet Wireless,A01,164.373,64.56,0.622
2024-03-04T09:32:00,35.709972,139.760906,58.439,LoopNet Wireless,B07,163.55,64.762,0.593
2024-03-04T09:34:00,35.708893,139.759287,58.857,LoopNet Wireless,C13,160.372,62.975,0.648
2024-03-04T09:36:00,35.707859,139.76003,58.902,LoopNet Wireless,D22,160.941,63.493,0.67
2024-03-04T09:38:00,35.707955,139.761016,58.588,LoopNet Wireless,E31,163.781,63.554,0.62
2024-03-04T09:40:00,35.707343,139.758688,58.303,MetroLink Mobile,A01,164.615,66.318,0.585
2024-03-04T09:42:00,35.709304,139.758332,58.4,UQ Mobile,B07,160.191,66.13,0.563
2024-03-04T09:44:00,35.708587,139.760409,58.38,LoopNet Wireless,C13,160.633,66.727,0.569
2024-03-04T09:46:00,35.706109,139.757667,58.358,MetroLink Mobile,D22,166.349,63.906,0.592
2024-03-04T09:48:00,35.707577,139.758136,58.549,LoopNet Wireless,E31,160.95,66.61,0.613
2024-03-04T09:50:00,35.708607,139.756583,58.173,MetroLink Mobile,A01,167.324,66.682,0.583
2024-03-04T09:52:00,35.708914,139.755908,58.445,LoopNet Wireless,B07,162.628,63.223,0.57
2024-03-04T09:54:00,35.706941,139.756309,58.579,LoopNet Wireless,C13,161.309,63.689,0.595
2024-03-04T09:56:00,35.707506,139.758313,58.329,UQ Mobile,D22,165.085,62.189,0.555
2024-03-04T09:58:00,35.706377,139.757756,58.418,UQ Mobile,E31,159.835,63.495,0.538
2024-03-04T10:00:00,35.707773,139.756542,58.749,MetroLink Mobile,A01,160.23,61.187,0.601
2024-03-04T10:02:00,35.707313,139.753951,58.36,UQ Mobile,B07,164.032,64.421,0.575
2024-03-04T10:04:00,35.705928,139.754434,58.326,LoopNet Wireless,C13,164.715,63.959,0.568
2024-03-04T10:06:00,35.706003,139.754486,58.589,LoopNet Wireless,D22,160.002,61.315,0.561
2024-03-04T10:08:00,35.70718,139.753669,58.162,MetroLink Mobile,E31,164.677,59.216,0.479
2024-03-04T10:10:00,35.706721,139.755608,58.27,MetroLink Mobile,A01,167.289,62.959,0.57
2024-03-04T10:12:00,35.70551,139.75484,58.712,UQ Mobile,B07,159.114,58.637,0.555
2024-03-04T10:14:00,35.705913,139.752436,58.151,UQ Mobile,C13,167.21,58.553,0.495
2024-03-04T10:16:00,35.704596,139.752398,58.177,LoopNet Wireless,D22,168.365,58.372,0.512
2024-03-04T10:18:00,35.704273,139.75432,58.174,UQ Mobile,E31,163.995,57.848,0.462
2024-03-04T10:20:00,35.704296,139.754035,57.971,UQ Mobile,A01,168.852,62.345,0.505
2024-03-04T10:22:00,35.704033,139.754265,58.138,LoopNet Wireless,B07,167.264,58.721,0.494
2024-03-04T10:24:00,35.703732,139.752708,58.378,MetroLink Mobile,C13,162.654,58.597,0.507
2024-03-04T10:26:00,35.703881,139.7504,58.196,UQ Mobile,D22,164.233,57.876,0.47
2024-03-04T10:28:00,35.705202,139.753311,58.41,UQ Mobile,E31,159.644,59.739,0.496
2024-03-04T10:30:00,35.701517,139.750784,57.75,UQ Mobile,A01,168.725,59.857,0.423
2024-03-04T10:32:00,35.703345,139.749487,58.245,LoopNet Wireless,B07,159.368,60.166,0.456
2024-03-04T10:34:00,35.702272,139.751313,58.044,MetroLink Mobile,C13,168.654,57.09,0.468
2024-03-04T10:36:00,35.704007,139.751522,58.21,UQ Mobile,D22,161.842,57.304,0.444
2024-03-04T10:38:00,35.703348,139.750156,58.251,MetroLink Mobile,E31,165.745,55.338,0.474
2024-03-04T10:40:00,35.702001,139.747797,58.129,LoopNet Wireless,A01,159.092,59.598,0.419
2024-03-04T10:42:00,35.703207,139.749687,58.349,MetroLink Mobile,B07,159.316,60.425,0.485
2024-03-04T10:44:00,35.703243,139.749849,58.083,MetroLink Mobile,C13,167.2,57.686,0.47
2024-03-04T10:46:00,35.703216,139.750346,58.111,MetroLink Mobile,D22,164.719,55.605,0.431
2024-03-04T10:48:00,35.699864,139.747581,57.98,UQ Mobile,E31,166.313,54.965,0.408
2024-03-04T10:50:00,35.699773,139.748919,58.039,UQ Mobile,A01,163.772,54.116,0.389
2024-03-04T10:52:00,35.70055,139.749471,57.748,LoopNet Wireless,B07,168.463,55.71,0.379
2024-03-04T10:54:00,35.701302,139.748684,57.835,UQ Mobile,C13,166.357,53.627,0.359
2024-03-04T10:56:00,35.701667,139.747917,58.441,LoopNet Wireless,D22,159.419,53.867,0.443
2024-03-04T10:58:00,35.699113,139.747963,58.041,UQ Mobile,E31,165.416,57.699,0.441
2024-03-04T11:00:00,35.701323,139.746445,57.811,UQ Mobile,A01,166.543,55.804,0.376
2024-03-04T11:02:00,35.699696,139.745384,57.804,UQ Mobile,B07,167.746,57.386,0.402
2024-03-04T11:04:00,35.698104,139.746386,58.039,LoopNet Wireless,C13,163.857,54.616,0.394
2024-03-04T11:06:00,35.697663,139.745146,58.266,UQ Mobile,D22,160.032,54.115,0.408
2024-03-04T11:08:00,35.697466,139.746379,57.591,UQ Mobile,E31,167.768,55.709,0.333
2024-03-04T11:10:00,35.699872,139.747618,58.088,LoopNet Wireless,A01,159.754,52.459,0.344
2024-03-04T11:12:00,35.699244,139.744476,57.886,UQ Mobile,B07,163.554,52.68,0.334
2024-03-04T11:14:00,35.696017,139.744191,58.004,UQ Mobile,C13,167.569,53.711,0.414
2024-03-04T11:16:00,35.698813,139.744853,58.301,UQ Mobile,D22,159.936,51.949,0.394
2024-03-04T11:18:00,35.69692,139.745153,57.888,UQ Mobile,E31,164.327,51.86,0.334
2024-03-04T11:20:00,35.69594,139.746173,58.013,LoopNet Wireless,A01,158.768,52.248,0.313
2024-03-04T11:22:00,35.697862,139.74432,57.689,LoopNet Wireless,B07,166.409,53.876,0.325
2024-03-04T11:24:00,35.695484,139.74539,57.697,UQ Mobile,C13,166.158,54.023,0.326
2024-03-04T11:26:00,35.694289,139.743821,58.019,LoopNet Wireless,D22,166.004,51.349,0.378
2024-03-04T11:28:00,35.693207,139.745593,57.845,LoopNet Wireless,E31,160.039,54.26,0.304
2024-03-04T11:30:00,35.693229,139.744301,58.069,UQ Mobile,A01,162.306,52.98,0.37
2024-03-04T11:32:00,35.695871,139.744876,58.13,UQ Mobile,B07,162.02,50.348,0.356
2024-03-04T11:34:00,35.695148,139.745462,57.802,UQ Mobile,C13,167.505,51.833,0.344
2024-03-04T11:36:00,35.692132,139.744366,58.06,UQ Mobile,D22,165.868,49.719,0.371
2024-03-04T11:38:00,35.692812,139.744519,58.293,UQ Mobile,E31,158.548,48.609,0.345
2024-03-04T11:40:00,35.694552,139.744327,57.792,MetroLink Mobile,A01,163.611,51.693,0.301
2024-03-04T11:42:00,35.692597,139.742059,58.134,UQ Mobile,B07,161.544,48.405,0.333
2024-03-04T11:44:00,35.694077,139.740879,58.029,UQ Mobile,C13,163.303,51.509,0.355
2024-03-04T11:46:00,35.690605,139.743258,57.856,MetroLink Mobile,D22,162.037,49.786,0.282
2024-03-04T11:48:00,35.692425,139.743673,57.88,LoopNet Wireless,E31,162.957,47.439,0.274
2024-03-04T11:50:00,35.692932,139.742016,58.117,UQ Mobile,A01,158.476,52.272,0.337
2024-03-04T11:52:00,35.689201,139.742375,57.978,MetroLink Mobile,B07,160.884,49.828,0.302
2024-03-04T11:54:00,35.689402,139.741768,57.914,UQ Mobile,C13,162.512,51.57,0.319
2024-03-04T11:56:00,35.691082,139.740546,58.117,MetroLink Mobile,D22,160.376,47.614,0.309
2024-03-04T11:58:00,35.689195,139.739867,57.882,LoopNet Wireless,E31,158.958,51.501,0.275
2024-03-04T12:00:00,35.688046,139.739731,58.313,LoopNet Wireless,A01,159.343,46.391,0.335
2024-03-04T12:02:00,35.687699,139.742547,57.717,UQ Mobile,B07,164.414,51.029,0.284
2024-03-04T12:04:00,35.689955,139.742526,57.935,LoopNet Wireless,C13,166.237,49.232,0.338
2024-03-04T12:06:00,35.689544,139.739715,58.094,LoopNet Wireless,D22,160.458,48.061,0.309
2024-03-04T12:08:00,35.689193,139.742668,57.777,UQ Mobile,E31,163.577,49.62,0.276
2024-03-04T12:10:00,35.689565,139.739333,58.107,MetroLink Mobile,A01,157.097,45.748,0.255
2024-03-04T12:12:00,35.688361,139.742499,58.208,UQ Mobile,B07,160.79,48.942,0.349
2024-03-04T12:14:00,35.685791,139.739547,58.169,UQ Mobile,C13,162.866,46.288,0.334
2024-03-04T12:16:00,35.688304,139.742414,57.92,UQ Mobile,D22,162.727,47.506,0.282
2024-03-04T12:18:00,35.68641,139.74256,58.012,MetroLink Mobile,E31,160.223,45.225,0.257
2024-03-04T12:20:00,35.685041,139.73912,57.971,LoopNet Wireless,A01,166.088,47.636,0.33
2024-03-04T12:22:00,35.685217,139.740407,58.369,UQ Mobile,B07,157.033,45.051,0.313
2024-03-04T12:24:00,35.684833,139.740776,58.006,UQ Mobile,C13,162.005,50.181,0.323
2024-03-04T12:26:00,35.683436,139.739864,58.232,UQ Mobile,D22,160.735,48.106,0.346
2024-03-04T12:28:00,35.686428,139.741098,58.382,MetroLink Mobile,E31,158.643,45.517,0.337
2024-03-04T12:30:00,35.685442,139.740794,57.839,UQ Mobile,A01,164.014,49.858,0.299
2024-03-04T12:32:00,35.682438,139.741741,58.092,LoopNet Wireless,B07,158.68,48.589,0.296
2024-03-04T12:34:00,35.682248,139.738659,58.091,MetroLink Mobile,C13,164.838,45.289,0.324
2024-03-04T12:36:00,35.682684,139.741689,58.374,UQ Mobile,D22,157.907,45.567,0.328
2024-03-04T12:38:00,35.682957,139.738953,57.806,MetroLink Mobile,E31,163.733,47.068,0.26
2024-03-04T12:40:00,35.683082,139.741064,58.261,LoopNet Wireless,A01,156.901,44.753,0.282
2024-03-04T12:42:00,35.681167,139.740933,58.31,LoopNet Wireless,B07,156.966,47.072,0.318
2024-03-04T12:44:00,35.679633,139.74031,58.041,UQ Mobile,C13,163.112,48.373,0.325
2024-03-04T12:46:00,35.681451,139.740669,58.15,UQ Mobile,D22,163.993,47.48,0.352
2024-03-04T12:48:00,35.682356,139.738292,58.48,LoopNet Wireless,E31,158.339,43.207,0.335
2024-03-04T12:50:00,35.678868,139.741039,58.236,MetroLink Mobile,A01,163.482,43.109,0.325
2024-03-04T12:52:00,35.68072,139.738986,58.257,UQ Mobile,B07,161.81,44.534,0.328
2024-03-04T12:54:00,35.680714,139.741643,58.375,MetroLink Mobile,C13,157.353,47.178,0.339
2024-03-04T12:56:00,35.680733,139.741449,57.922,UQ Mobile,D22,164.3,45.856,0.282
2024-03-04T12:58:00,35.6776,139.741433,58.177,UQ Mobile,E31,155.607,47.491,0.275
2024-03-04T13:00:00,35.676632,139.739786,58.68,UQ Mobile,A01,157.155,42.715,0.369
2024-03-04T13:02:00,35.676655,139.741649,58.294,MetroLink Mobile,B07,156.156,48.161,0.317
2024-03-04T13:04:00,35.676104,139.739023,58.025,UQ Mobile,C13,163.117,46.556,0.303
2024-03-04T13:06:00,35.679207,139.739895,58.105,MetroLink Mobile,D22,159.03,47.46,0.291
2024-03-04T13:08:00,35.678939,139.740158,58.54,LoopNet Wireless,E31,158.989,43.24,0.357
2024-03-04T13:10:00,35.677744,139.738954,58.326,UQ Mobile,A01,162.848,43.926,0.349
2024-03-04T13:12:00,35.67551,139.739775,58.599,MetroLink Mobile,B07,158.206,42.174,0.354
2024-03-04T13:14:00,35.676135,139.740089,58.209,LoopNet Wireless,C13,161.326,43.596,0.302
2024-03-04T13:16:00,35.675439,139.740972,58.577,MetroLink Mobile,D22,159.219,42.666,0.363
2024-03-04T13:18:00,35.675086,139.740005,58.42,MetroLink Mobile,E31,157.649,44.176,0.323
2024-03-04T13:20:00,35.673656,139.739472,58.169,UQ Mobile,A01,158.888,47.867,0.31
2024-03-04T13:22:00,35.673066,139.739814,58.464,LoopNet Wireless,B07,159.104,45.753,0.364
2024-03-04T13:24:00,35.675321,139.739573,58.408,LoopNet Wireless,C13,160.872,47.281,0.384
2024-03-04T13:26:00,35.675482,139.740083,58.363,LoopNet Wireless,D22,158.187,45.931,0.332
2024-03-04T13:28:00,35.673432,139.7399,58.656,UQ Mobile,E31,155.355,42.448,0.342
2024-03-04T13:30:00,35.673286,139.740138,58.57,LoopNet Wireless,A01,154.792,47.721,0.368
