time,lattitude,longtitude,connection_strength_data,provider,storm_cell_id,humidity_percent,rain_rate_mm_per_hr,microburst_flag
2024-07-17T12:59:00,24.8311,123.74913,53.397,Typhoon Mobile,SC-40,77.94,10.154,false
2024-07-17T13:00:00,25.01745,124.13112,43.003,Stratus Wireless,SC-11,108.91,6.68,false
2024-07-17T13:01:00,24.987,124.14234,20.182,Stratus Wireless,SC-12,98.89,27.201,true
2024-07-17T13:02:00,24.68549,123.77184,45.616,UQ Mobile,SC-21,71.21,20.919,false
2024-07-17T13:03:00,24.81239,123.70575,37.246,Stratus Wireless,SC-34,93.51,28.181,false
2024-07-17T13:04:00,24.86663,123.9886,35.222,UQ Mobile,SC-40,92.77,9.878,true
2024-07-17T13:05:00,25.06904,124.01405,35.828,Stratus Wireless,SC-11,102.46,16.828,false
2024-07-17T13:06:00,24.86595,123.63014,46.289,Stratus Wireless,SC-12,76.5,20.687,false
2024-07-17T13:07:00,24.98536,124.18857,53.992,UQ Mobile,SC-21,97.48,6.738,false
2024-07-17T13:08:00,24.76359,124.14762,47.927,Typhoon Mobile,SC-34,96.93,15.211,false
2024-07-17T13:09:00,24.85228,123.85639,48.934,UQ Mobile,SC-40,84.55,15.637,false
2024-07-17T13:10:00,24.51739,123.98122,39.087,UQ Mobile,SC-11,75.3,15.636,false
2024-07-17T13:11:00,24.87288,123.66396,60.591,Stratus Wireless,SC-12,59.56,5.483,false
2024-07-17T13:12:00,24.70729,123.77496,60.096,UQ Mobile,SC-21,65.68,4.329,false
2024-07-17T13:13:00,24.73634,123.95349,51.29,Typhoon Mobile,SC-34,92.77,11.884,false
2024-07-17T13:14:00,24.61417,123.77046,61.626,UQ Mobile,SC-40,55.96,4.385,false
2024-07-17T13:15:00,24.96296,123.74882,38.456,Stratus Wireless,SC-11,77.99,17.204,false
2024-07-17T13:16:00,24.97595,123.78838,57.272,Typhoon Mobile,SC-12,60.29,6.569,false
2024-07-17T13:17:00,25.07587,123.64499,48.66,Typhoon Mobile,SC-21,93.07,13.96,false
2024-07-17T13:18:00,24.51338,123.76183,46.502,Stratus Wireless,SC-34,95.96,16.914,false
2024-07-17T13:19:00,24.91616,124.0571,52.622,UQ Mobile,SC-40,74.53,12.888,false
2024-07-17T13:20:00,25.05509,123.67129,39.402,Typhoon Mobile,SC-11,71.04,16.666,false
2024-07-17T13:21:00,24.98398,123.72276,28.117,Typhoon Mobile,SC-12,95.01,18.651,true
2024-07-17T13:22:00,24.55091,124.14207,33.248,UQ Mobile,SC-21,84.45,13.351,true
2024-07-17T13:23:00,24.74059,124.06262,40.973,Stratus Wireless,SC-34,96.24,22.971,false
2024-07-17T13:24:00,25.06353,123.62296,50.801,UQ Mobile,SC-40,85.14,11.565,false
2024-07-17T13:25:00,24.63713,123.65553,38.888,Stratus Wireless,SC-11,79.91,14.633,false
2024-07-17T13:26:00,24.75763,124.07313,57.796,Typhoon Mobile,SC-12,75.75,6.987,false
2024-07-17T13:27:00,24.51316,123.62155,41.056,UQ Mobile,SC-21,71.32,26.594,false
2024-07-17T13:28:00,24.65574,123.8455,62.82,UQ Mobile,SC-34,64.2,0.0,false
2024-07-17T13:29:00,24.86677,124.01572,57.568,Stratus Wireless,SC-40,67.2,6.697,false
2024-07-17T13:30:00,24.93999,123.76771,33.345,Typhoon Mobile,SC-11,108.69,18.336,false
2024-07-17T13:31:00,24.73429,124.00925,58.745,Stratus Wireless,SC-12,60.5,6.813,false
2024-07-17T13:32:00,24.70007,123.85368,42.137,Typhoon Mobile,SC-21,85.09,21.444,false
2024-07-17T13:33:00,25.05857,123.63204,60.019,Typhoon Mobile,SC-34,61.17,5.462,false
2024-07-17T13:34:00,24.55644,123.88341,53.71,Stratus Wireless,SC-40,89.94,8.848,false
2024-07-17T13:35:00,24.95962,124.07037,35.898,Typhoon Mobile,SC-11,96.58,15.363,false
2024-07-17T13:36:00,24.50093,123.61791,57.225,Stratus Wireless,SC-12,66.75,8.776,false
2024-07-17T13:37:00,24.98299,123.87083,35.187,UQ Mobile,SC-21,97.4,6.397,true
2024-07-17T13:38:00,25.00049,123.62795,48.762,Typhoon Mobile,SC-34,70.6,15.446,false
2024-07-17T13:39:00,24.60752,123.68885,46.85,Typhoon Mobile,SC-40,97.1,15.114,false
2024-07-17T13:40:00,24.50627,123.66094,41.319,UQ Mobile,SC-11,108.17,9.352,false
2024-07-17T13:41:00,24.85057,123.80135,54.14,Stratus Wireless,SC-12,89.01,6.542,false
2024-07-17T13:42:00,24.85021,123.94223,50.536,Typhoon Mobile,SC-21,72.91,16.131,false
2024-07-17T13:43:00,24.72901,123.89065,40.399,UQ Mobile,SC-34,79.89,26.479,false
2024-07-17T13:44:00,24.77326,123.90626,51.299,Stratus Wireless,SC-40,95.0,8.664,false
2024-07-17T13:45:00,24.67282,123.73388,37.964,Typhoon Mobile,SC-11,93.6,14.237,false
2024-07-17T13:46:00,25.02808,123.93972,49.517,Typhoon Mobile,SC-12,93.18,12.088,false
2024-07-17T13:47:00,24.72607,123.84813,58.729,Typhoon Mobile,SC-21,68.14,3.446,false
2024-07-17T13:48:00,24.72284,124.17659,60.096,Stratus Wireless,SC-34,66.87,4.135,false
2024-07-17T13:49:00,24.59218,124.09309,49.016,Stratus Wireless,SC-40,82.62,13.465,false
2024-07-17T13:50:00,24.64138,124.07907,37.497,UQ Mobile,SC-11,92.51,16.017,false
2024-07-17T13:51:00,24.53665,123.6512,60.61,UQ Mobile,SC-12,55.25,6.473,false
2024-07-17T13:52:00,24.6996,123.93844,61.026,Typhoon Mobile,SC-21,67.14,3.757,false
2024-07-17T13:53:00,24.57907,123.68406,30.836,UQ Mobile,SC-34,82.92,14.412,true
2024-07-17T13:54:00,24.62561,123.82643,63.189,Typhoon Mobile,SC-40,55.57,2.449,false
2024-07-17T13:55:00,24.71961,123.7555,30.33,Typhoon Mobile,SC-11,84.92,1.485,true
2024-07-17T13:56:00,24.95681,124.05908,61.041,UQ Mobile,SC-12,58.76,5.396,false
2024-07-17T13:57:00,24.87314,123.91187,44.694,Stratus Wireless,SC-21,96.99,16.943,false
2024-07-17T13:58:00,24.88192,123.62419,59.987,UQ Mobile,SC-34,69.84,3.426,false
2024-07-17T13:59:00,24.55615,123.90609,52.992,Stratus Wireless,SC-40,84.77,8.623,false
2024-07-17T14:00:00,24.62904,123.98266,43.935,Typhoon Mobile,SC-11,102.78,7.695,false
2024-07-17T14:01:00,24.95408,123.65001,57.603,Stratus Wireless,SC-12,69.95,4.933,false
2024-07-17T14:02:00,24.54694,124.18322,58.818,Stratus Wireless,SC-21,68.08,3.177,false
2024-07-17T14:03:00,24.88773,123.73627,62.158,Typhoon Mobile,SC-34,65.79,0.0,false
2024-07-17T14:04:00,24.88461,124.18852,62.79,Typhoon Mobile,SC-40,69.75,0.0,false
2024-07-17T14:05:00,24.6423,124.08051,22.186,UQ Mobile,SC-11,98.51,9.83,true
2024-07-17T14:06:00,24.51166,123.68709,34.37,Stratus Wireless,SC-12,80.0,10.722,true
2024-07-17T14:07:00,24.8176,123.71854,40.555,UQ Mobile,SC-21,96.16,22.243,false
2024-07-17T14:08:00,24.56435,123.90775,43.609,Typhoon Mobile,SC-34,98.35,19.731,false
2024-07-17T14:09:00,24.87638,123.81382,54.393,UQ Mobile,SC-40,72.7,10.55,false
2024-07-17T14:10:00,24.95654,123.86391,40.637,Stratus Wireless,SC-11,71.8,16.299,false
2024-07-17T14:11:00,24.7255,124.10648,61.968,UQ Mobile,SC-12,58.49,3.069,false
2024-07-17T14:12:00,24.6188,123.89266,65.43,UQ Mobile,SC-21,56.31,0.0,false
2024-07-17T14:13:00,24.85914,123.63814,48.326,Typhoon Mobile,SC-34,78.26,15.1,false
2024-07-17T14:14:00,24.88795,123.75303,47.267,Stratus Wireless,SC-40,93.04,14.729,false
2024-07-17T14:15:00,25.08126,123.85097,39.37,Stratus Wireless,SC-11,91.8,11.734,false
2024-07-17T14:16:00,24.66219,123.62671,45.561,UQ Mobile,SC-12,79.6,18.021,false
2024-07-17T14:17:00,24.70326,124.13239,39.669,UQ Mobile,SC-21,94.55,23.411,false
2024-07-17T14:18:00,25.00835,123.66787,62.969,UQ Mobile,SC-34,65.4,0.0,false
2024-07-17T14:19:00,24.7892,124.10949,60.418,Stratus Wireless,SC-40,69.78,0.99,false
2024-07-17T14:20:00,24.58889,123.81898,30.065,Typhoon Mobile,SC-11,93.49,22.87,false
2024-07-17T14:21:00,24.94976,123.74823,59.655,Typhoon Mobile,SC-12,56.19,5.799,false
2024-07-17T14:22:00,24.7722,123.79671,52.085,UQ Mobile,SC-21,89.08,8.73,false
2024-07-17T14:23:00,24.83466,123.63883,39.301,Typhoon Mobile,SC-34,79.38,27.777,false
2024-07-17T14:24:00,24.65546,124.10828,61.662,Stratus Wireless,SC-40,65.59,0.333,false
2024-07-17T14:25:00,25.09279,123.90541,36.806,UQ Mobile,SC-11,86.09,17.447,false
2024-07-17T14:26:00,24.74781,123.94734,53.972,UQ Mobile,SC-12,90.97,9.378,false
2024-07-17T14:27:00,25.00891,124.1319,62.659,Typhoon Mobile,SC-21,57.46,2.521,false
2024-07-17T14:28:00,24.8225,123.89874,52.441,Stratus Wireless,SC-34,90.05,11.409,false
2024-07-17T14:29:00,24.65481,123.93371,62.791,Typhoon Mobile,SC-40,57.65,0.0,false
2024-07-17T14:30:00,24.90134,124.0394,41.305,UQ Mobile,SC-11,74.5,13.703,false
2024-07-17T14:31:00,25.05144,124.03456,61.479,Typhoon Mobile,SC-12,57.43,5.065,false
2024-07-17T14:32:00,24.52713,123.76697,62.32,Stratus Wireless,SC-21,61.62,3.382,false
2024-07-17T14:33:00,24.84292,123.7197,59.789,Stratus Wireless,SC-34,61.99,4.088,false
2024-07-17T14:34:00,24.71976,124.08731,43.506,Typhoon Mobile,SC-40,84.73,20.296,false
2024-07-17T14:35:00,24.88774,123.73031,42.828,Stratus Wireless,SC-11,92.9,8.816,false
2024-07-17T14:36:00,25.09948,123.67791,60.153,Stratus Wireless,SC-12,76.68,3.062,false
2024-07-17T14:37:00,24.7149,123.92517,57.147,UQ Mobile,SC-21,63.74,7.148,false
2024-07-17T14:38:00,24.56379,123.9358,60.483,UQ Mobile,SC-34,59.6,3.007,false
2024-07-17T14:39:00,25.09193,124.10299,54.207,UQ Mobile,SC-40,70.34,10.197,false
2024-07-17T14:40:00,24.82923,123.93453,37.944,UQ Mobile,SC-11,96.08,15.564,false
2024-07-17T14:41:00,24.54653,123.86512,50.64,Stratus Wireless,SC-12,78.36,13.509,false
2024-07-17T14:42:00,24.9874,123.79634,59.555,Stratus Wireless,SC-21,56.07,4.567,false
2024-07-17T14:43:00,25.09316,123.83788,26.993,Stratus Wireless,SC-34,81.97,20.879,true
2024-07-17T14:44:00,24.91657,124.13661,57.067,UQ Mobile,SC-40,67.37,6.402,false
2024-07-17T14:45:00,24.57996,124.13908,48.266,Stratus Wireless,SC-11,66.0,6.091,false
2024-07-17T14:46:00,25.01905,123.86406,45.37,Stratus Wireless,SC-12,93.3,18.01,false
2024-07-17T14:47:00,24.54474,123.77106,61.792,Stratus Wireless,SC-21,62.26,3.148,false
2024-07-17T14:48:00,24.71456,123.72255,59.693,Typhoon Mobile,SC-34,60.25,3.391,false
2024-07-17T14:49:00,24.87739,123.74738,60.255,UQ Mobile,SC-40,57.36,3.487,false
2024-07-17T14:50:00,24.59433,123.79151,41.43,Stratus Wireless,SC-11,78.31,14.122,false
2024-07-17T14:51:00,24.60773,124.06055,55.679,Typhoon Mobile,SC-12,84.15,5.16,false
2024-07-17T14:52:00,24.88998,123.9389,50.949,Stratus Wireless,SC-21,80.89,12.971,false
2024-07-17T14:53:00,24.82924,124.02288,44.263,UQ Mobile,SC-34,75.06,22.454,false
2024-07-17T14:54:00,24.74354,123.74674,36.093,Typhoon Mobile,SC-40,91.24,5.971,true
2024-07-17T14:55:00,25.0123,124.06402,43.066,Typhoon Mobile,SC-11,85.36,8.138,false
2024-07-17T14:56:00,24.62617,123.67743,50.591,Stratus Wireless,SC-12,71.26,16.514,false
2024-07-17T14:57:00,24.77825,123.76823,59.937,Stratus Wireless,SC-21,74.78,2.946,false
2024-07-17T14:58:00,24.74011,123.84558,52.765,UQ Mobile,SC-34,88.6,8.876,false
2024-07-17T14:59:00,25.06431,123.82022,43.365,Typhoon Mobile,SC-40,89.92,21.436,false
2024-07-17T15:00:00,24.99972,124.01779,18.313,Stratus Wireless,SC-11,106.46,13.347,true
2024-07-17T15:01:00,24.93648,123.66578,44.256,Stratus Wireless,SC-12,73.32,23.448,false
2024-07-17T15:02:00,24.56208,123.9291,48.173,Stratus Wireless,SC-21,90.03,13.159,false
2024-07-17T15:03:00,24.8744,124.00687,49.784,UQ Mobile,SC-34,94.18,13.856,false
2024-07-17T15:04:00,25.03556,124.08034,40.411,Stratus Wireless,SC-40,95.07,24.846,false
2024-07-17T15:05:00,24.688,124.08697,44.85,Stratus Wireless,SC-11,83.3,9.038,false
2024-07-17T15:06:00,24.64772,123.84574,47.504,Typhoon Mobile,SC-12,91.06,16.765,false
2024-07-17T15:07:00,24.90807,123.83697,59.549,Stratus Wireless,SC-21,65.06,5.189,false
2024-07-17T15:08:00,24.60651,124.02556,44.105,Typhoon Mobile,SC-34,88.45,19.43,false
2024-07-17T15:09:00,24.99046,123.94981,49.633,UQ Mobile,SC-40,79.28,15.754,false
2024-07-17T15:10:00,24.71115,123.69048,38.414,Stratus Wireless,SC-11,72.14,16.071,false
2024-07-17T15:11:00,25.09607,123.98084,49.281,UQ Mobile,SC-12,83.06,14.159,false
2024-07-17T15:12:00,24.90691,123.65503,51.289,Stratus Wireless,SC-21,81.0,12.968,false
2024-07-17T15:13:00,24.54885,123.63425,41.37,Stratus Wireless,SC-34,94.05,21.399,false
2024-07-17T15:14:00,25.07341,123.63973,40.648,Stratus Wireless,SC-40,83.97,23.611,false
2024-07-17T15:15:00,24.77645,124.12684,39.026,Stratus Wireless,SC-11,87.05,15.217,false
2024-07-17T15:16:00,24.5258,123.78608,48.09,UQ Mobile,SC-12,83.3,16.882,false
2024-07-17T15:17:00,24.55799,123.7116,51.886,Typhoon Mobile,SC-21,86.84,12.562,false
2024-07-17T15:18:00,24.61223,123.91603,58.642,UQ Mobile,SC-34,69.39,5.709,false
2024-07-17T15:19:00,24.76627,124.00511,48.202,Stratus Wireless,SC-40,87.68,14.598,false
2024-07-17T15:20:00,24.93258,124.11504,40.42,Typhoon Mobile,SC-11,102.0,12.028,false
2024-07-17T15:21:00,24.77653,124.0596,58.623,UQ Mobile,SC-12,55.4,5.511,false
2024-07-17T15:22:00,25.02749,123.69694,63.685,Typhoon Mobile,SC-21,58.43,0.0,false
2024-07-17T15:23:00,25.05172,124.19881,45.422,Typhoon Mobile,SC-34,83.21,18.32,false
2024-07-17T15:24:00,24.64607,123.7161,50.316,UQ Mobile,SC-40,92.25,10.178,false
2024-07-17T15:25:00,25.04567,124.19847,46.011,Typhoon Mobile,SC-11,70.3,8.466,false
2024-07-17T15:26:00,24.75284,123.79989,60.833,UQ Mobile,SC-12,67.03,4.232,false
2024-07-17T15:27:00,24.73722,124.15588,54.518,Typhoon Mobile,SC-21,74.94,10.988,false
2024-07-17T15:28:00,24.83644,123.66861,56.889,Stratus Wireless,SC-34,70.74,8.649,false
2024-07-17T15:29:00,24.8356,123.72707,56.517,Typhoon Mobile,SC-40,74.86,7.681,false
2024-07-17T15:30:00,25.02172,123.68899,35.944,Typhoon Mobile,SC-11,82.88,18.66,false
2024-07-17T15:31:00,24.69718,124.19744,58.549,Stratus Wireless,SC-12,67.61,4.245,false
2024-07-17T15:32:00,24.97683,123.65546,26.406,Typhoon Mobile,SC-21,85.83,21.297,true
2024-07-17T15:33:00,24.91648,123.99515,61.752,Stratus Wireless,SC-34,66.47,1.965,false
2024-07-17T15:34:00,24.98802,123.74204,38.648,Stratus Wireless,SC-40,82.56,29.031,false
2024-07-17T15:35:00,24.9417,123.84822,49.494,Typhoon Mobile,SC-11,66.38,4.531,false
2024-07-17T15:36:00,24.61545,123.84402,60.701,Typhoon Mobile,SC-12,63.91,3.113,false
2024-07-17T15:37:00,24.91524,123.64225,20.562,UQ Mobile,SC-21,98.18,24.575,true
2024-07-17T15:38:00,24.79229,123.99029,44.045,Typhoon Mobile,SC-34,71.56,22.065,false
2024-07-17T15:39:00,24.83932,123.77595,55.261,UQ Mobile,SC-40,76.91,8.888,false
2024-07-17T15:40:00,24.6584,123.70412,46.7,Typhoon Mobile,SC-11,71.64,8.91,false
2024-07-17T15:41:00,24.91194,123.62217,59.462,UQ Mobile,SC-12,73.53,3.54,false
2024-07-17T15:42:00,24.50828,123.94206,43.181,UQ Mobile,SC-21,83.83,22.192,false
2024-07-17T15:43:00,24.79277,123.83519,46.129,Stratus Wireless,SC-34,91.26,16.106,false
2024-07-17T15:44:00,24.58711,123.76319,44.607,UQ Mobile,SC-40,84.97,19.449,false
2024-07-17T15:45:00,24.89964,124.05388,37.484,UQ Mobile,SC-11,90.03,15.804,false
2024-07-17T15:46:00,24.50558,123.67097,42.541,UQ Mobile,SC-12,97.78,21.428,false
2024-07-17T15:47:00,25.04066,123.72366,45.526,Typhoon Mobile,SC-21,93.62,16.658,false
2024-07-17T15:48:00,24.59692,124.03629,52.091,Typhoon Mobile,SC-34,74.3,12.958,false
2024-07-17T15:49:00,24.64398,123.65214,60.856,Stratus Wireless,SC-40,61.3,4.82,false
2024-07-17T15:50:00,24.60094,124.06544,40.538,Typhoon Mobile,SC-11,101.35,11.76,false
2024-07-17T15:51:00,24.88204,123.72331,49.413,Stratus Wireless,SC-12,94.66,13.041,false
2024-07-17T15:52:00,24.86177,123.97351,51.135,UQ Mobile,SC-21,90.72,12.489,false
2024-07-17T15:53:00,24.51056,123.72351,59.923,Stratus Wireless,SC-34,58.45,4.298,false
2024-07-17T15:54:00,24.97952,124.05589,59.163,UQ Mobile,SC-40,67.92,3.743,false
2024-07-17T15:55:00,25.02194,124.02651,39.071,UQ Mobile,SC-11,76.13,15.258,false
2024-07-17T15:56:00,24.61654,124.06021,55.946,UQ Mobile,SC-12,62.0,8.074,false
2024-07-17T15:57:00,24.61106,123.73917,61.415,UQ Mobile,SC-21,69.17,3.27,false
2024-07-17T15:58:00,24.69914,123.81193,61.598,Stratus Wireless,SC-34,60.39,3.314,false
2024-07-17T15:59:00,24.86216,123.74403,61.422,UQ Mobile,SC-40,68.86,2.674,false
2024-07-17T16:00:00,24.53007,123.62582,40.914,Typhoon Mobile,SC-11,96.36,9.836,false
2024-07-17T16:01:00,24.65241,123.72824,49.173,Stratus Wireless,SC-12,78.36,13.938,false
2024-07-17T16:02:00,24.79945,123.91497,42.578,Stratus Wireless,SC-21,71.28,26.304,false
2024-07-17T16:03:00,24.85278,123.9181,46.824,Stratus Wireless,SC-34,73.68,17.619,false
2024-07-17T16:04:00,24.57081,123.73197,60.723,Typhoon Mobile,SC-40,69.27,2.968,false
2024-07-17T16:05:00,24.8255,123.84825,36.274,Typhoon Mobile,SC-11,96.78,16.471,false
2024-07-17T16:06:00,24.76513,123.76819,45.616,UQ Mobile,SC-12,89.27,18.871,false
2024-07-17T16:07:00,24.67122,123.86654,58.585,UQ Mobile,SC-21,67.47,4.099,false
2024-07-17T16:08:00,24.91786,124.06354,59.031,Typhoon Mobile,SC-34,65.99,4.408,false
2024-07-17T16:09:00,24.65595,123.70909,62.128,Typhoon Mobile,SC-40,57.72,2.557,false
2024-07-17T16:10:00,25.0919,123.99275,41.762,UQ Mobile,SC-11,70.14,15.007,false
2024-07-17T16:11:00,24.87476,123.74394,44.605,UQ Mobile,SC-12,94.62,20.445,false
2024-07-17T16:12:00,24.83794,123.69135,41.2,UQ Mobile,SC-21,76.52,23.914,false
2024-07-17T16:13:00,24.76128,123.73459,58.576,Stratus Wireless,SC-34,68.21,5.622,false
2024-07-17T16:14:00,24.83312,124.0029,59.768,Typhoon Mobile,SC-40,69.49,4.196,false
2024-07-17T16:15:00,25.03834,123.74618,36.735,Stratus Wireless,SC-11,101.67,14.181,false
2024-07-17T16:16:00,24.81003,123.79749,60.33,Typhoon Mobile,SC-12,55.77,6.687,false
2024-07-17T16:17:00,24.63534,124.18548,51.067,Stratus Wireless,SC-21,86.15,13.158,false
2024-07-17T16:18:00,24.604,123.87017,61.868,UQ Mobile,SC-34,62.18,2.592,false
2024-07-17T16:19:00,24.7433,123.96669,48.24,Stratus Wireless,SC-40,74.25,18.653,false
2024-07-17T16:20:00,24.6453,124.17267,33.205,Stratus Wireless,SC-11,107.85,18.771,false
2024-07-17T16:21:00,24.56007,123.66777,58.333,Stratus Wireless,SC-12,69.67,3.637,false
2024-07-17T16:22:00,24.73413,124.15908,60.809,Typhoon Mobile,SC-21,58.41,5.139,false
2024-07-17T16:23:00,24.7977,123.70739,59.622,Stratus Wireless,SC-34,57.41,4.493,false
2024-07-17T16:24:00,25.08304,123.90746,50.225,UQ Mobile,SC-40,80.87,14.238,false
2024-07-17T16:25:00,24.81775,124.19484,23.071,UQ Mobile,SC-11,88.78,11.944,true
2024-07-17T16:26:00,25.05269,123.96378,58.685,Typhoon Mobile,SC-12,71.69,6.416,false
2024-07-17T16:27:00,24.70052,123.9935,60.847,UQ Mobile,SC-21,58.5,4.185,false
2024-07-17T16:28:00,24.69591,123.95414,55.603,UQ Mobile,SC-34,74.39,7.431,false
2024-07-17T16:29:00,24.5831,124.02903,51.414,Stratus Wireless,SC-40,73.32,13.891,false
2024-07-17T16:30:00,24.80586,123.77336,26.639,UQ Mobile,SC-11,101.11,28.855,false
2024-07-17T16:31:00,24.98589,123.81634,44.076,UQ Mobile,SC-12,94.77,18.604,false
