time,lattitude,longtitude,connection_strength_data,provider,station_name,train_velocity_kmh,repeater_gain_db,tunnel_depth_m
2024-02-14T05:11:00,35.689759,139.762079,55.078,SubwayNet,Asahi,61.169,15.921,29.998
2024-02-14T05:11:20,35.693348,139.762132,56.56,TunnelGrid,Mori,62.831,15.782,29.724
2024-02-14T05:11:40,35.687468,139.760921,56.203,UQ Mobile,Ayame,64.903,15.694,29.983
2024-02-14T05:12:00,35.692981,139.756559,55.055,SubwayNet,Sora,64.878,15.825,31.041
2024-02-14T05:12:20,35.692824,139.760492,54.415,UQ Mobile,Hinode,66.029,15.691,30.478
2024-02-14T05:12:40,35.690985,139.758576,55.214,SubwayNet,Kiba,67.929,15.65,31.005
2024-02-14T05:13:00,35.692302,139.759994,55.967,SubwayNet,Asahi,66.551,15.654,30.405
2024-02-14T05:13:20,35.689545,139.758381,55.696,UQ Mobile,Mori,68.71,15.577,30.729
2024-02-14T05:13:40,35.688964,139.761193,54.885,SubwayNet,Ayame,70.102,15.508,30.732
2024-02-14T05:14:00,35.692682,139.763082,54.678,UQ Mobile,Sora,69.385,15.588,31.127
2024-02-14T05:14:20,35.690059,139.756418,54.406,TunnelGrid,Hinode,68.836,15.777,32.518
2024-02-14T05:14:40,35.692218,139.756665,53.82,UQ Mobile,Kiba,69.223,15.814,33.027
2024-02-14T05:15:00,35.689569,139.762533,53.838,SubwayNet,Asahi,69.19,15.834,33.184
2024-02-14T05:15:20,35.692782,139.759893,54.422,TunnelGrid,Mori,71.78,15.586,32.183
2024-02-14T05:15:40,35.688355,139.75603,54.79,UQ Mobile,Ayame,70.164,15.798,33.329
2024-02-14T05:16:00,35.68829,139.761163,53.974,SubwayNet,Sora,71.011,15.647,32.387
2024-02-14T05:16:20,35.690111,139.759531,54.416,TunnelGrid,Hinode,73.287,15.677,33.696
2024-02-14T05:16:40,35.686087,139.759275,53.856,UQ Mobile,Kiba,71.443,15.637,32.49
2024-02-14T05:17:00,35.69153,139.757715,53.936,TunnelGrid,Asahi,73.124,15.552,32.468
2024-02-14T05:17:20,35.693406,139.756998,53.831,UQ Mobile,Mori,71.755,15.772,33.848
2024-02-14T05:17:40,35.686199,139.759081,53.886,SubwayNet,Ayame,74.679,15.684,34.404
2024-02-14T05:18:00,35.686751,139.760344,53.313,TunnelGrid,Sora,74.108,15.739,34.657
2024-02-14T05:18:20,35.691452,139.763446,53.234,SubwayNet,Hinode,75.939,15.524,33.448
2024-02-14T05:18:40,35.693006,139.756621,52.797,SubwayNet,Kiba,75.29,15.618,34.059
2024-02-14T05:19:00,35.689108,139.758756,51.948,SubwayNet,Asahi,76.109,15.628,34.523
2024-02-14T05:19:20,35.687293,139.763678,53.827,TunnelGrid,Mori,74.485,15.733,34.771
2024-02-14T05:19:40,35.687224,139.758064,53.586,UQ Mobile,Ayame,72.834,15.833,34.917
2024-02-14T05:20:00,35.688517,139.763184,53.459,TunnelGrid,Sora,76.596,15.538,33.876
2024-02-14T05:20:20,35.694,139.759792,51.412,SubwayNet,Hinode,75.8,15.756,35.612
2024-02-14T05:20:40,35.69323,139.757147,51.884,SubwayNet,Kiba,76.714,15.709,35.58
2024-02-14T05:21:00,35.690499,139.758016,53.863,UQ Mobile,Asahi,75.2,15.644,34.265
2024-02-14T05:21:20,35.690575,139.760019,53.124,SubwayNet,Mori,75.287,15.775,35.551
2024-02-14T05:21:40,35.690883,139.758953,52.703,TunnelGrid,Ayame,73.759,15.89,35.893
2024-02-14T05:22:00,35.686218,139.756099,52.925,SubwayNet,Sora,73.306,15.936,36.089
2024-02-14T05:22:20,35.691964,139.762312,51.638,SubwayNet,Hinode,76.53,15.798,36.357
2024-02-14T05:22:40,35.687452,139.758068,52.284,UQ Mobile,Kiba,76.367,15.819,36.482
2024-02-14T05:23:00,35.687887,139.759285,52.904,UQ Mobile,Asahi,75.129,15.83,35.986
2024-02-14T05:23:20,35.692427,139.75873,51.74,SubwayNet,Mori,75.18,15.733,35.098
2024-02-14T05:23:40,35.688112,139.758835,52.031,TunnelGrid,Ayame,73.635,15.834,35.315
2024-02-14T05:24:00,35.692281,139.756462,51.42,TunnelGrid,Sora,75.811,15.877,36.763
2024-02-14T05:24:20,35.692659,139.760601,53.097,UQ Mobile,Hinode,74.78,15.858,36.085
2024-02-14T05:24:40,35.690116,139.762061,51.573,UQ Mobile,Kiba,71.96,16.086,36.78
2024-02-14T05:25:00,35.686402,139.757191,52.0,TunnelGrid,Asahi,74.743,15.833,35.835
2024-02-14T05:25:20,35.686741,139.763339,52.183,UQ Mobile,Mori,73.42,15.924,36.035
2024-02-14T05:25:40,35.688791,139.763733,51.423,TunnelGrid,Ayame,74.206,16.032,37.425
2024-02-14T05:26:00,35.691819,139.762296,53.202,SubwayNet,Sora,70.316,16.111,36.163
2024-02-14T05:26:20,35.686569,139.763671,52.092,TunnelGrid,Hinode,73.007,16.166,38.044
2024-02-14T05:26:40,35.692252,139.756494,51.292,SubwayNet,Kiba,72.526,16.105,37.241
2024-02-14T05:27:00,35.691645,139.759091,51.273,UQ Mobile,Asahi,71.003,16.308,38.268
2024-02-14T05:27:20,35.686031,139.760516,50.946,SubwayNet,Mori,71.476,16.214,37.681
2024-02-14T05:27:40,35.688471,139.762259,50.949,UQ Mobile,Ayame,68.457,16.463,38.235
2024-02-14T05:28:00,35.692538,139.758475,50.997,UQ Mobile,Sora,69.625,16.304,37.49
2024-02-14T05:28:20,35.686696,139.757829,51.097,UQ Mobile,Hinode,66.785,16.513,37.729
2024-02-14T05:28:40,35.68893,139.757874,51.194,TunnelGrid,Kiba,66.802,16.576,38.269
2024-02-14T05:29:00,35.689387,139.761104,52.276,UQ Mobile,Asahi,68.459,16.495,38.514
2024-02-14T05:29:20,35.692497,139.759421,51.057,TunnelGrid,Mori,66.381,16.613,38.346
2024-02-14T05:29:40,35.687936,139.761945,51.997,SubwayNet,Ayame,66.84,16.582,38.347
2024-02-14T05:30:00,35.692834,139.761241,51.227,TunnelGrid,Sora,66.391,16.657,38.721
2024-02-14T05:30:20,35.68914,139.762114,52.392,UQ Mobile,Hinode,62.585,16.921,38.636
2024-02-14T05:30:40,35.692708,139.763472,52.117,UQ Mobile,Kiba,63.988,16.872,39.095
2024-02-14T05:31:00,35.688895,139.761867,51.873,UQ Mobile,Asahi,63.751,16.931,39.442
2024-02-14T05:31:20,35.689922,139.758792,51.624,TunnelGrid,Mori,61.144,17.022,38.56
2024-02-14T05:31:40,35.687173,139.761648,52.208,TunnelGrid,Ayame,59.314,17.178,38.629
2024-02-14T05:32:00,35.691708,139.758455,51.622,TunnelGrid,Sora,61.796,17.006,38.838
2024-02-14T05:32:20,35.689317,139.761836,51.29,TunnelGrid,Hinode,59.063,17.423,40.417
2024-02-14T05:32:40,35.691779,139.761833,51.302,UQ Mobile,Kiba,58.613,17.294,39.088
2024-02-14T05:33:00,35.687851,139.758558,52.075,SubwayNet,Asahi,59.174,17.418,40.456
2024-02-14T05:33:20,35.686266,139.756909,50.749,TunnelGrid,Mori,58.859,17.459,40.567
2024-02-14T05:33:40,35.687379,139.756411,52.056,TunnelGrid,Ayame,57.061,17.495,39.611
2024-02-14T05:34:00,35.686575,139.762702,51.204,UQ Mobile,Sora,55.633,17.653,39.845
2024-02-14T05:34:20,35.690809,139.758403,51.91,SubwayNet,Hinode,52.638,18.018,40.461
2024-02-14T05:34:40,35.687669,139.756474,50.892,UQ Mobile,Kiba,53.925,17.817,39.879
2024-02-14T05:35:00,35.691678,139.762861,52.316,SubwayNet,Asahi,51.077,18.276,41.231
2024-02-14T05:35:20,35.693503,139.763337,51.793,SubwayNet,Mori,49.406,18.22,39.461
2024-02-14T05:35:40,35.690466,139.756545,51.821,SubwayNet,Ayame,49.769,18.34,40.668
2024-02-14T05:36:00,35.68731,139.757327,52.487,UQ Mobile,Sora,49.417,18.394,40.791
2024-02-14T05:36:20,35.693277,139.756983,51.547,TunnelGrid,Hinode,48.789,18.466,40.818
2024-02-14T05:36:40,35.693315,139.762046,52.119,TunnelGrid,Kiba,45.922,18.703,40.154
2024-02-14T05:37:00,35.690349,139.759807,53.289,SubwayNet,Asahi,47.045,18.611,40.44
2024-02-14T05:37:20,35.689928,139.758067,51.811,UQ Mobile,Mori,43.591,19.098,41.01
2024-02-14T05:37:40,35.687912,139.762186,51.672,UQ Mobile,Ayame,42.628,19.325,41.816
2024-02-14T05:38:00,35.686351,139.756987,53.345,SubwayNet,Sora,41.329,19.431,41.345
2024-02-14T05:38:20,35.693115,139.761086,52.569,SubwayNet,Hinode,41.778,19.474,42.124
2024-02-14T05:38:40,35.689688,139.763329,52.392,SubwayNet,Kiba,42.193,19.328,41.417
2024-02-14T05:39:00,35.689278,139.760051,53.714,TunnelGrid,Asahi,38.346,19.857,41.497
2024-02-14T05:39:20,35.692267,139.757446,52.704,UQ Mobile,Mori,39.477,19.69,41.424
2024-02-14T05:39:40,35.690402,139.75721,52.463,UQ Mobile,Ayame,37.743,19.917,41.297
2024-02-14T05:40:00,35.686197,139.763204,52.333,UQ Mobile,Sora,37.684,19.987,41.767
2024-02-14T05:40:20,35.688692,139.759685,52.515,SubwayNet,Hinode,35.876,19.712,42.167
2024-02-14T05:40:40,35.690679,139.760635,52.622,TunnelGrid,Kiba,35.737,19.793,41.321
2024-02-14T05:41:00,35.691035,139.758922,53.263,TunnelGrid,Asahi,34.851,19.603,41.914
2024-02-14T05:41:20,35.690535,139.75787,52.251,TunnelGrid,Mori,33.212,19.335,42.44
2024-02-14T05:41:40,35.68818,139.762355,50.536,TunnelGrid,Ayame,29.686,18.89,42.685
2024-02-14T05:42:00,35.687018,139.762347,50.659,UQ Mobile,Sora,29.117,18.777,43.33
2024-02-14T05:42:20,35.691946,139.761503,51.411,UQ Mobile,Hinode,32.305,19.202,42.66
2024-02-14T05:42:40,35.69166,139.757934,52.798,TunnelGrid,Kiba,33.941,19.509,41.664
2024-02-14T05:43:00,35.686572,139.760136,52.317,SubwayNet,Asahi,33.001,19.368,41.841
2024-02-14T05:43:20,35.688973,139.760234,51.883,UQ Mobile,Mori,34.321,19.435,42.845
2024-02-14T05:43:40,35.688993,139.757119,51.539,TunnelGrid,Ayame,36.624,19.709,43.071
2024-02-14T05:44:00,35.690506,139.762665,51.64,TunnelGrid,Sora,35.259,19.564,42.763
2024-02-14T05:44:20,35.689576,139.761418,51.665,TunnelGrid,Hinode,36.888,19.83,42.337
2024-02-14T05:44:40,35.6875,139.758247,52.2,SubwayNet,Kiba,40.26,19.902,43.929
2024-02-14T05:45:00,35.686699,139.757322,51.965,SubwayNet,Asahi,39.774,19.791,42.518
2024-02-14T05:45:20,35.68913,139.757742,51.794,UQ Mobile,Mori,41.358,19.533,42.157
2024-02-14T05:45:40,35.691385,139.757458,52.117,TunnelGrid,Ayame,40.726,19.663,42.522
2024-02-14T05:46:00,35.688748,139.756471,50.365,TunnelGrid,Sora,41.762,19.724,44.098
2024-02-14T05:46:20,35.693886,139.756445,51.488,SubwayNet,Hinode,43.51,19.445,43.636
2024-02-14T05:46:40,35.692856,139.759521,51.977,TunnelGrid,Kiba,46.207,18.981,42.543
2024-02-14T05:47:00,35.690012,139.759671,52.199,UQ Mobile,Asahi,45.194,19.178,43.155
2024-02-14T05:47:20,35.689204,139.757528,51.59,TunnelGrid,Mori,46.026,19.119,43.467
2024-02-14T05:47:40,35.689046,139.763089,49.625,UQ Mobile,Ayame,48.824,18.888,44.184
2024-02-14T05:48:00,35.687563,139.762214,49.519,UQ Mobile,Sora,51.034,18.621,43.954
2024-02-14T05:48:20,35.688282,139.761538,51.106,UQ Mobile,Hinode,49.75,18.736,43.768
2024-02-14T05:48:40,35.687796,139.757422,49.991,SubwayNet,Kiba,50.269,18.721,44.107
2024-02-14T05:49:00,35.690993,139.758411,50.393,TunnelGrid,Asahi,54.662,18.172,43.269
2024-02-14T05:49:20,35.693018,139.763056,51.53,TunnelGrid,Mori,52.157,18.386,42.983
2024-02-14T05:49:40,35.69111,139.757219,48.912,UQ Mobile,Ayame,55.142,18.302,44.734
2024-02-14T05:50:00,35.687614,139.76269,50.731,SubwayNet,Sora,55.697,18.042,43.008
2024-02-14T05:50:20,35.692871,139.763326,50.69,SubwayNet,Hinode,56.428,18.053,43.664
2024-02-14T05:50:40,35.686094,139.760101,50.513,UQ Mobile,Kiba,55.929,18.163,44.192
2024-02-14T05:51:00,35.69207,139.761918,49.247,TunnelGrid,Asahi,60.214,17.87,44.988
2024-02-14T05:51:20,35.691281,139.762688,48.615,TunnelGrid,Mori,60.473,17.802,44.587
2024-02-14T05:51:40,35.688994,139.763369,48.781,TunnelGrid,Ayame,59.414,17.827,44.021
2024-02-14T05:52:00,35.686608,139.761045,49.02,TunnelGrid,Sora,60.626,17.806,44.734
2024-02-14T05:52:20,35.691105,139.756607,49.485,SubwayNet,Hinode,60.708,17.69,43.797
2024-02-14T05:52:40,35.689931,139.763789,48.621,UQ Mobile,Kiba,61.178,17.637,43.679
2024-02-14T05:53:00,35.689586,139.758369,49.025,TunnelGrid,Asahi,63.263,17.456,43.583
2024-02-14T05:53:20,35.686308,139.757469,49.415,UQ Mobile,Mori,62.92,17.597,44.572
2024-02-14T05:53:40,35.692143,139.76261,48.844,UQ Mobile,Ayame,64.365,17.364,43.534
2024-02-14T05:54:00,35.686759,139.762738,48.577,TunnelGrid,Sora,67.102,17.176,43.68
2024-02-14T05:54:20,35.689552,139.76335,48.352,TunnelGrid,Hinode,65.894,17.33,44.261
2024-02-14T05:54:40,35.688335,139.763063,47.425,SubwayNet,Kiba,68.719,17.201,44.962
2024-02-14T05:55:00,35.686825,139.75791,49.367,UQ Mobile,Asahi,65.474,17.303,43.736
2024-02-14T05:55:20,35.691826,139.761714,48.493,SubwayNet,Mori,68.194,17.155,44.202
2024-02-14T05:55:40,35.693546,139.761427,48.119,SubwayNet,Ayame,69.585,17.155,45.105
2024-02-14T05:56:00,35.692824,139.757856,47.841,UQ Mobile,Sora,70.113,17.114,45.06
2024-02-14T05:56:20,35.68613,139.758161,47.237,TunnelGrid,Hinode,69.743,17.128,44.956
2024-02-14T05:56:40,35.689502,139.759627,48.33,SubwayNet,Kiba,69.337,17.127,44.684
2024-02-14T05:57:00,35.686751,139.762421,47.533,SubwayNet,Asahi,70.514,17.163,45.779
2024-02-14T05:57:20,35.693469,139.762804,47.615,TunnelGrid,Mori,72.057,16.917,44.443
2024-02-14T05:57:40,35.69211,139.758875,47.967,UQ Mobile,Ayame,71.973,16.951,44.713
2024-02-14T05:58:00,35.692171,139.760121,47.855,TunnelGrid,Sora,71.738,17.007,45.099
2024-02-14T05:58:20,35.689651,139.758106,48.609,UQ Mobile,Hinode,72.245,16.902,44.419
2024-02-14T05:58:40,35.691362,139.763959,48.965,TunnelGrid,Kiba,71.146,16.956,44.242
2024-02-14T05:59:00,35.689112,139.759827,47.844,SubwayNet,Asahi,74.941,16.719,44.302
2024-02-14T05:59:20,35.691435,139.761281,47.745,SubwayNet,Mori,72.408,16.929,44.779
2024-02-14T05:59:40,35.686055,139.763575,47.933,SubwayNet,Ayame,74.826,16.758,44.613
2024-02-14T06:00:00,35.692736,139.761276,48.356,TunnelGrid,Sora,73.157,16.861,44.596
2024-02-14T06:00:20,35.692215,139.762783,47.708,SubwayNet,Hinode,75.914,16.817,45.839
2024-02-14T06:00:40,35.690929,139.762536,47.434,UQ Mobile,Kiba,73.24,16.89,44.92
2024-02-14T06:01:00,35.690243,139.760545,47.147,SubwayNet,Asahi,75.269,16.832,45.597
2024-02-14T06:01:20,35.690514,139.761017,48.603,TunnelGrid,Mori,75.119,16.725,44.467
2024-02-14T06:01:40,35.688982,139.759131,46.539,SubwayNet,Ayame,74.64,16.896,45.832
2024-02-14T06:02:00,35.691749,139.763703,48.58,UQ Mobile,Sora,73.093,16.977,45.655
2024-02-14T06:02:20,35.689284,139.758175,48.489,UQ Mobile,Hinode,76.625,16.645,44.574
2024-02-14T06:02:40,35.688634,139.760728,48.22,TunnelGrid,Kiba,74.537,16.909,45.901
2024-02-14T06:03:00,35.693398,139.763764,48.409,TunnelGrid,Asahi,73.895,16.865,45.08
2024-02-14T06:03:20,35.692215,139.75884,48.753,UQ Mobile,Mori,74.922,16.73,44.4
2024-02-14T06:03:40,35.693013,139.756773,48.451,TunnelGrid,Ayame,76.271,16.725,45.148
2024-02-14T06:04:00,35.688174,139.763118,46.563,UQ Mobile,Sora,75.456,16.86,45.988
2024-02-14T06:04:20,35.693098,139.759157,47.86,TunnelGrid,Hinode,73.053,16.915,45.044
2024-02-14T06:04:40,35.690354,139.758482,48.737,TunnelGrid,Kiba,75.311,16.756,44.883
2024-02-14T06:05:00,35.693991,139.76135,47.494,UQ Mobile,Asahi,74.75,16.872,45.667
2024-02-14T06:05:20,35.69381,139.757215,49.164,UQ Mobile,Mori,72.893,16.838,44.21
2024-02-14T06:05:40,35.68798,139.760082,48.711,SubwayNet,Ayame,73.385,16.808,44.227
2024-02-14T06:06:00,35.691673,139.763661,48.436,TunnelGrid,Sora,72.252,17.061,45.935
2024-02-14T06:06:20,35.68692,139.756778,47.949,UQ Mobile,Hinode,74.415,16.829,45.054
2024-02-14T06:06:40,35.689569,139.762818,48.624,TunnelGrid,Kiba,72.52,16.95,45.047
2024-02-14T06:07:00,35.689036,139.757083,47.513,UQ Mobile,Asahi,71.477,17.07,45.528
2024-02-14T06:07:20,35.6878,139.758084,47.25,TunnelGrid,Mori,74.098,16.832,44.892
2024-02-14T06:07:40,35.686633,139.762616,47.045,TunnelGrid,Ayame,73.618,16.884,45.09
2024-02-14T06:08:00,35.6887,139.75685,47.75,TunnelGrid,Sora,71.854,16.941,44.544
2024-02-14T06:08:20,35.686979,139.757976,48.4,UQ Mobile,Hinode,71.166,17.103,45.633
2024-02-14T06:08:40,35.686392,139.759315,49.504,SubwayNet,Kiba,71.439,16.906,43.964
2024-02-14T06:09:00,35.692259,139.758427,49.644,SubwayNet,Asahi,69.717,17.022,43.959
2024-02-14T06:09:20,35.689762,139.760821,47.465,TunnelGrid,Mori,71.652,17.001,44.988
2024-02-14T06:09:40,35.68967,139.761408,48.534,UQ Mobile,Ayame,69.469,17.159,45.063
2024-02-14T06:10:00,35.690652,139.761404,47.367,UQ Mobile,Sora,69.494,17.215,45.604
2024-02-14T06:10:20,35.686279,139.756624,48.863,TunnelGrid,Hinode,66.521,17.324,44.628
2024-02-14T06:10:40,35.689304,139.759974,47.744,TunnelGrid,Kiba,66.615,17.286,44.347
2024-02-14T06:11:00,35.692478,139.763412,48.393,TunnelGrid,Asahi,67.086,17.3,44.787
2024-02-14T06:11:20,35.687354,139.76002,49.617,UQ Mobile,Mori,67.567,17.21,44.291
2024-02-14T06:11:40,35.689688,139.756663,48.273,UQ Mobile,Ayame,64.623,17.427,44.259
2024-02-14T06:12:00,35.686727,139.756203,48.8,TunnelGrid,Sora,64.764,17.4,44.117
2024-02-14T06:12:20,35.687521,139.756162,48.329,SubwayNet,Hinode,63.678,17.441,43.737
2024-02-14T06:12:40,35.689423,139.756386,49.036,UQ Mobile,Kiba,64.438,17.501,44.791
2024-02-14T06:13:00,35.691891,139.758271,48.986,TunnelGrid,Asahi,62.447,17.68,44.966
2024-02-14T06:13:20,35.693151,139.763393,48.534,UQ Mobile,Mori,62.691,17.531,43.837
2024-02-14T06:13:40,35.689835,139.761463,50.308,SubwayNet,Ayame,60.485,17.679,43.546
2024-02-14T06:14:00,35.687837,139.76153,48.714,TunnelGrid,Sora,61.007,17.693,44.035
2024-02-14T06:14:20,35.689183,139.760432,50.564,TunnelGrid,Hinode,57.777,17.906,43.468
2024-02-14T06:14:40,35.688329,139.759004,50.712,SubwayNet,Kiba,58.575,17.843,43.532
2024-02-14T06:15:00,35.687354,139.757295,49.297,TunnelGrid,Asahi,55.643,18.222,44.459
2024-02-14T06:15:20,35.686598,139.763805,49.853,TunnelGrid,Mori,55.08,18.266,44.383
2024-02-14T06:15:40,35.687781,139.76121,49.835,TunnelGrid,Ayame,56.25,18.179,44.584
2024-02-14T06:16:00,35.689119,139.761098,50.478,TunnelGrid,Sora,55.154,18.285,44.596
2024-02-14T06:16:20,35.692945,139.761154,48.845,TunnelGrid,Hinode,54.727,18.316,44.51
2024-02-14T06:16:40,35.68841,139.763218,50.37,SubwayNet,Kiba,53.829,18.213,42.938
2024-02-14T06:17:00,35.691043,139.757729,50.887,UQ Mobile,Asahi,52.326,18.507,44.117
2024-02-14T06:17:20,35.690255,139.757008,49.897,TunnelGrid,Mori,49.735,18.791,44.209
2024-02-14T06:17:40,35.693848,139.756775,50.706,TunnelGrid,Ayame,47.988,18.964,44.048
2024-02-14T06:18:00,35.693062,139.75949,51.423,TunnelGrid,Sora,47.479,18.938,43.368
2024-02-14T06:18:20,35.68827,139.761862,50.447,UQ Mobile,Hinode,47.287,19.025,43.894
2024-02-14T06:18:40,35.693418,139.761009,50.216,SubwayNet,Kiba,48.705,18.842,43.7
2024-02-14T06:19:00,35.690287,139.759904,50.259,SubwayNet,Asahi,47.067,19.093,44.237
2024-02-14T06:19:20,35.687764,139.757592,51.818,SubwayNet,Mori,45.755,19.087,42.955
2024-02-14T06:19:40,35.691025,139.756006,52.528,TunnelGrid,Ayame,44.449,19.204,42.647
2024-02-14T06:20:00,35.693932,139.762843,51.615,TunnelGrid,Sora,42.399,19.412,42.265
2024-02-14T06:20:20,35.686679,139.7616,51.224,SubwayNet,Hinode,42.333,19.403,42.133
2024-02-14T06:20:40,35.68829,139.763606,51.767,SubwayNet,Kiba,41.947,19.592,43.226
2024-02-14T06:21:00,35.688186,139.763108,51.277,TunnelGrid,Asahi,38.428,19.902,43.491
2024-02-14T06:21:20,35.692742,139.757679,52.525,UQ Mobile,Mori,39.309,19.827,42.3
2024-02-14T06:21:40,35.688166,139.759844,51.4,TunnelGrid,Ayame,37.217,19.714,43.723
2024-02-14T06:22:00,35.688694,139.758653,53.258,UQ Mobile,Sora,35.181,19.632,42.048
2024-02-14T06:22:20,35.690198,139.763693,50.924,TunnelGrid,Hinode,35.65,19.549,43.376
2024-02-14T06:22:40,35.692939,139.757095,51.425,SubwayNet,Kiba,31.924,19.143,42.801
2024-02-14T06:23:00,35.691908,139.763456,52.392,TunnelGrid,Asahi,32.99,19.318,42.332
2024-02-14T06:23:20,35.692892,139.763152,52.113,SubwayNet,Mori,31.171,19.136,41.867
2024-02-14T06:23:40,35.691015,139.75997,51.367,TunnelGrid,Ayame,29.912,18.889,43.022
2024-02-14T06:24:00,35.692729,139.759664,51.916,SubwayNet,Sora,30.211,18.982,42.304
2024-02-14T06:24:20,35.686696,139.759693,50.806,SubwayNet,Hinode,30.334,19.002,42.242
2024-02-14T06:24:40,35.687277,139.756635,50.991,TunnelGrid,Kiba,31.951,19.122,43.07
2024-02-14T06:25:00,35.688023,139.757791,51.224,SubwayNet,Asahi,33.42,19.359,42.46
2024-02-14T06:25:20,35.687491,139.759388,52.455,SubwayNet,Mori,36.232,19.79,41.921
2024-02-14T06:25:40,35.691154,139.759235,53.079,SubwayNet,Ayame,35.865,19.84,41.08
2024-02-14T06:26:00,35.692553,139.762814,53.716,TunnelGrid,Sora,37.054,19.977,40.999
2024-02-14T06:26:20,35.692541,139.76362,52.939,TunnelGrid,Hinode,38.586,19.958,42.543
2024-02-14T06:26:40,35.689048,139.761849,52.576,TunnelGrid,Kiba,38.915,19.826,41.873
2024-02-14T06:27:00,35.692264,139.76216,52.769,UQ Mobile,Asahi,41.573,19.34,40.896
2024-02-14T06:27:20,35.691583,139.759366,53.168,UQ Mobile,Mori,41.921,19.263,40.655
2024-02-14T06:27:40,35.688768,139.760156,52.348,SubwayNet,Ayame,44.763,18.994,41.309
2024-02-14T06:28:00,35.688365,139.763849,53.531,SubwayNet,Sora,42.139,19.172,40.187
2024-02-14T06:28:20,35.690952,139.760815,52.384,TunnelGrid,Hinode,44.211,18.932,40.335
2024-02-14T06:28:40,35.689314,139.758417,51.915,TunnelGrid,Kiba,47.735,18.516,40.315
2024-02-14T06:29:00,35.69119,139.757309,52.434,TunnelGrid,Asahi,46.095,18.733,40.536
2024-02-14T06:29:20,35.687046,139.758777,52.451,SubwayNet,Mori,46.597,18.643,40.296
2024-02-14T06:29:40,35.690399,139.759252,51.784,UQ Mobile,Ayame,48.306,18.585,41.32
