time,lattitude,longtitude,connection_strength_data,provider,relay_chain_id,drone_altitude_m,relay_delay_ms,wind_shear_mps
2024-11-02T09:36:45,33.582823,130.415783,54.039,UQ Mobile,RC-01,100.368,10.5877,-2.1
2024-11-02T09:37:00,33.578374,130.427737,54.142,SkyMesh,RC-02,99.13,10.6235,-2.119
2024-11-02T09:37:15,33.582143,130.421209,54.971,SkyMesh,RC-03,94.64,10.6277,-2.06
2024-11-02T09:37:30,33.587866,130.427213,54.746,SkyMesh,RC-01,95.263,10.6699,-2.091
2024-11-02T09:37:45,33.572426,130.424509,54.7,RelayWorks,RC-02,96.358,10.7113,-1.764
2024-11-02T09:38:00,33.587548,130.414857,54.903,RelayWorks,RC-03,94.938,10.727,-1.81
2024-11-02T09:38:15,33.572318,130.421138,54.304,SkyMesh,RC-01,97.458,10.7707,-1.914
2024-11-02T09:38:30,33.578643,130.418281,53.954,UQ Mobile,RC-02,99.181,10.8028,-1.942
2024-11-02T09:38:45,33.572818,130.421886,54.325,RelayWorks,RC-03,96.626,10.7944,-2.053
2024-11-02T09:39:00,33.573665,130.427434,55.032,RelayWorks,RC-01,93.235,10.774,-1.999
2024-11-02T09:39:15,33.57424,130.413841,54.352,SkyMesh,RC-02,96.947,10.8079,-1.908
2024-11-02T09:39:30,33.587341,130.413429,55.17,UQ Mobile,RC-03,93.787,10.7794,-1.653
2024-11-02T09:39:45,33.570441,130.428568,55.194,UQ Mobile,RC-01,93.127,10.7668,-1.816
2024-11-02T09:40:00,33.57243,130.42799,55.244,UQ Mobile,RC-02,92.745,10.7516,-1.883
2024-11-02T09:40:15,33.585372,130.425652,54.468,RelayWorks,RC-03,97.79,10.7766,-1.61
2024-11-02T09:40:30,33.578884,130.4295,55.571,RelayWorks,RC-01,92.305,10.709,-1.656
2024-11-02T09:40:45,33.589975,130.427199,54.713,RelayWorks,RC-02,96.41,10.7164,-1.723
2024-11-02T09:41:00,33.580247,130.424384,54.59,RelayWorks,RC-03,97.121,10.6908,-1.775
2024-11-02T09:41:15,33.582947,130.425276,54.62,RelayWorks,RC-01,97.275,10.6558,-1.787
2024-11-02T09:41:30,33.583618,130.416854,55.574,SkyMesh,RC-02,94.011,10.5878,-1.534
2024-11-02T09:41:45,33.584194,130.42783,55.9,SkyMesh,RC-03,92.167,10.527,-1.788
2024-11-02T09:42:00,33.578156,130.4125,55.459,SkyMesh,RC-01,95.008,10.5009,-1.724
2024-11-02T09:42:15,33.57813,130.414623,55.485,UQ Mobile,RC-02,96.21,10.4569,-1.572
2024-11-02T09:42:30,33.580774,130.415318,55.245,UQ Mobile,RC-03,97.92,10.413,-1.669
2024-11-02T09:42:45,33.570153,130.415143,55.741,UQ Mobile,RC-01,97.134,10.3443,-1.518
2024-11-02T09:43:00,33.582037,130.424091,56.52,SkyMesh,RC-02,95.374,10.2636,-1.34
2024-11-02T09:43:15,33.580474,130.428349,56.79,RelayWorks,RC-03,95.768,10.1972,-1.262
2024-11-02T09:43:30,33.571438,130.412569,57.441,UQ Mobile,RC-01,93.468,10.1048,-1.503
2024-11-02T09:43:45,33.581088,130.41976,57.677,UQ Mobile,RC-02,95.073,10.0417,-1.215
2024-11-02T09:44:00,33.575659,130.413306,57.142,SkyMesh,RC-03,98.784,9.993,-1.35
2024-11-02T09:44:15,33.571031,130.414474,58.377,SkyMesh,RC-01,95.419,9.8825,-1.278
2024-11-02T09:44:30,33.578757,130.42103,58.604,UQ Mobile,RC-02,96.773,9.8085,-1.198
2024-11-02T09:44:45,33.572097,130.419287,59.141,RelayWorks,RC-03,96.161,9.7156,-1.312
2024-11-02T09:45:00,33.576044,130.423188,59.015,UQ Mobile,RC-01,100.01,9.6577,-1.093
2024-11-02T09:45:15,33.586149,130.417571,60.135,RelayWorks,RC-02,97.984,9.5487,-0.936
2024-11-02T09:45:30,33.577567,130.41081,60.389,UQ Mobile,RC-03,98.605,9.4599,-1.124
2024-11-02T09:45:45,33.577433,130.421583,60.649,SkyMesh,RC-01,100.903,9.3835,-0.941
2024-11-02T09:46:00,33.571152,130.417871,61.389,UQ Mobile,RC-02,100.729,9.2852,-0.807
2024-11-02T09:46:15,33.579531,130.426482,62.619,UQ Mobile,RC-03,97.008,9.1562,-0.957
2024-11-02T09:46:30,33.572426,130.415914,63.059,SkyMesh,RC-01,98.677,9.0712,-0.701
2024-11-02T09:46:45,33.572158,130.424866,62.89,UQ Mobile,RC-02,101.099,8.9919,-0.94
2024-11-02T09:47:00,33.572239,130.423081,64.057,SkyMesh,RC-03,98.87,8.8735,-0.738
2024-11-02T09:47:15,33.575556,130.41875,64.644,SkyMesh,RC-01,98.149,8.7675,-0.797
2024-11-02T09:47:30,33.582271,130.416342,64.229,SkyMesh,RC-02,102.774,8.7061,-0.787
2024-11-02T09:47:45,33.57428,130.426039,65.338,UQ Mobile,RC-03,98.932,8.5746,-0.815
2024-11-02T09:48:00,33.573959,130.415209,65.535,UQ Mobile,RC-01,100.558,8.4893,-0.675
2024-11-02T09:48:15,33.58019,130.413215,65.976,SkyMesh,RC-02,101.224,8.3969,-0.437
2024-11-02T09:48:30,33.586126,130.414243,66.162,SkyMesh,RC-03,101.112,8.2991,-0.547
2024-11-02T09:48:45,33.582824,130.410579,66.279,RelayWorks,RC-01,103.16,8.2206,-0.324
2024-11-02T09:49:00,33.5798,130.410919,66.565,UQ Mobile,RC-02,102.534,8.1215,-0.308
2024-11-02T09:49:15,33.57872,130.426155,66.392,RelayWorks,RC-03,103.552,8.0379,-0.459
2024-11-02T09:49:30,33.578732,130.42986,66.354,SkyMesh,RC-01,107.73,7.9827,-0.078
2024-11-02T09:49:45,33.572809,130.423095,66.198,UQ Mobile,RC-02,106.927,7.8882,-0.359
2024-11-02T09:50:00,33.57769,130.416911,66.196,RelayWorks,RC-03,107.805,7.8103,-0.273
2024-11-02T09:50:15,33.579549,130.413645,66.243,SkyMesh,RC-01,106.857,7.7199,-0.27
2024-11-02T09:50:30,33.584396,130.420629,66.196,SkyMesh,RC-02,106.912,7.6408,-0.229
2024-11-02T09:50:45,33.58447,130.421039,66.595,UQ Mobile,RC-03,105.566,7.5531,0.159
2024-11-02T09:51:00,33.588537,130.414756,65.827,UQ Mobile,RC-01,111.795,7.5319,-0.038
2024-11-02T09:51:15,33.571506,130.426377,65.867,RelayWorks,RC-02,108.619,7.4358,-0.017
2024-11-02T09:51:30,33.586631,130.416087,65.698,UQ Mobile,RC-03,111.822,7.3965,0.144
2024-11-02T09:51:45,33.573627,130.42378,65.553,UQ Mobile,RC-01,111.829,7.3344,0.174
2024-11-02T09:52:00,33.589123,130.415606,65.294,SkyMesh,RC-02,114.639,7.2997,0.144
2024-11-02T09:52:15,33.575011,130.411153,65.35,RelayWorks,RC-03,111.432,7.2189,0.327
2024-11-02T09:52:30,33.582524,130.413166,65.326,SkyMesh,RC-01,112.08,7.1746,0.505
2024-11-02T09:52:45,33.585311,130.422071,65.176,SkyMesh,RC-02,114.167,7.1467,0.556
2024-11-02T09:53:00,33.580943,130.41914,64.936,UQ Mobile,RC-03,112.754,7.0941,0.467
2024-11-02T09:53:15,33.584637,130.425753,65.071,UQ Mobile,RC-01,118.038,7.1019,0.698
2024-11-02T09:53:30,33.572419,130.425252,64.828,UQ Mobile,RC-02,117.472,7.0657,0.603
2024-11-02T09:53:45,33.577355,130.421407,64.876,SkyMesh,RC-03,114.043,7.0104,0.835
2024-11-02T09:54:00,33.587632,130.41383,64.677,SkyMesh,RC-01,115.987,7.0047,0.708
2024-11-02T09:54:15,33.58522,130.4225,64.635,SkyMesh,RC-02,115.779,6.986,0.748
2024-11-02T09:54:30,33.58239,130.416712,64.656,UQ Mobile,RC-03,116.035,6.9761,0.823
2024-11-02T09:54:45,33.573808,130.422696,64.822,SkyMesh,RC-01,119.386,6.997,0.901
2024-11-02T09:55:00,33.581612,130.425424,64.668,UQ Mobile,RC-02,118.567,6.9881,0.791
2024-11-02T09:55:15,33.573665,130.428301,64.84,SkyMesh,RC-03,118.25,6.9884,0.974
2024-11-02T09:55:30,33.577173,130.413616,65.011,RelayWorks,RC-01,119.614,7.0077,1.05
2024-11-02T09:55:45,33.57076,130.417603,65.382,RelayWorks,RC-02,123.242,7.0508,1.111
2024-11-02T09:56:00,33.584452,130.411526,65.349,SkyMesh,RC-03,123.058,7.0671,1.009
2024-11-02T09:56:15,33.578938,130.427278,65.801,RelayWorks,RC-01,123.287,7.0918,1.39
2024-11-02T09:56:30,33.578717,130.427214,66.091,UQ Mobile,RC-02,124.962,7.1333,1.415
2024-11-02T09:56:45,33.578474,130.418324,66.435,RelayWorks,RC-03,126.482,7.1783,1.483
2024-11-02T09:57:00,33.582054,130.412264,66.158,RelayWorks,RC-01,124.416,7.1981,1.247
2024-11-02T09:57:15,33.586635,130.418998,66.521,RelayWorks,RC-02,126.473,7.2569,1.256
2024-11-02T09:57:30,33.57142,130.425258,66.824,UQ Mobile,RC-03,125.717,7.2967,1.529
2024-11-02T09:57:45,33.578614,130.428643,67.603,SkyMesh,RC-01,130.743,7.3891,1.554
2024-11-02T09:58:00,33.57164,130.416662,67.444,RelayWorks,RC-02,127.541,7.4172,1.686
2024-11-02T09:58:15,33.571013,130.410479,67.6,SkyMesh,RC-03,128.684,7.4856,1.542
2024-11-02T09:58:30,33.577437,130.414725,67.773,SkyMesh,RC-01,128.533,7.5471,1.624
2024-11-02T09:58:45,33.570099,130.418221,68.262,RelayWorks,RC-02,129.936,7.6255,1.911
2024-11-02T09:59:00,33.580259,130.423275,68.534,RelayWorks,RC-03,133.318,7.7239,1.571
2024-11-02T09:59:15,33.588942,130.413477,68.678,UQ Mobile,RC-01,132.406,7.7901,1.87
2024-11-02T09:59:30,33.578203,130.424197,68.783,UQ Mobile,RC-02,132.199,7.8654,2.042
2024-11-02T09:59:45,33.579739,130.420496,68.527,SkyMesh,RC-03,130.351,7.9301,2.026
2024-11-02T10:00:00,33.580285,130.415115,68.887,SkyMesh,RC-01,134.779,8.05,1.837
2024-11-02T10:00:15,33.575898,130.424506,68.715,SkyMesh,RC-02,134.494,8.1333,1.82
2024-11-02T10:00:30,33.570538,130.42983,68.533,SkyMesh,RC-03,132.954,8.2087,2.076
2024-11-02T10:00:45,33.588275,130.42834,68.268,RelayWorks,RC-01,133.387,8.3027,1.923
2024-11-02T10:01:00,33.570414,130.422772,68.314,RelayWorks,RC-02,134.895,8.4077,2.113
2024-11-02T10:01:15,33.588696,130.422886,68.491,UQ Mobile,RC-03,138.482,8.5318,2.139
2024-11-02T10:01:30,33.571266,130.427706,68.241,SkyMesh,RC-01,138.457,8.6273,2.362
2024-11-02T10:01:45,33.586564,130.426593,67.771,SkyMesh,RC-02,138.201,8.7223,2.347
2024-11-02T10:02:00,33.585881,130.415902,66.852,RelayWorks,RC-03,135.309,8.7964,2.193
2024-11-02T10:02:15,33.579586,130.415775,66.684,SkyMesh,RC-01,137.101,8.9103,2.392
2024-11-02T10:02:30,33.576109,130.416195,66.516,UQ Mobile,RC-02,139.585,9.0306,2.472
2024-11-02T10:02:45,33.576083,130.421203,66.085,SkyMesh,RC-03,141.14,9.1434,2.319
2024-11-02T10:03:00,33.577715,130.426453,65.711,RelayWorks,RC-01,142.492,9.2547,2.338
2024-11-02T10:03:15,33.589477,130.429357,65.073,UQ Mobile,RC-02,142.374,9.3535,2.293
2024-11-02T10:03:30,33.578453,130.416647,64.225,RelayWorks,RC-03,139.735,9.4309,2.517
2024-11-02T10:03:45,33.581656,130.417618,64.027,SkyMesh,RC-01,142.704,9.5544,2.455
2024-11-02T10:04:00,33.580103,130.411314,63.793,RelayWorks,RC-02,144.289,9.6654,2.645
2024-11-02T10:04:15,33.586738,130.42615,62.882,RelayWorks,RC-03,142.21,9.7448,2.583
2024-11-02T10:04:30,33.574045,130.410172,62.069,RelayWorks,RC-01,139.918,9.8209,2.703
2024-11-02T10:04:45,33.581163,130.41339,62.268,RelayWorks,RC-02,144.152,9.9498,2.837
2024-11-02T10:05:00,33.573617,130.428731,61.351,SkyMesh,RC-03,141.829,10.0222,2.651
2024-11-02T10:05:15,33.571179,130.429399,60.926,SkyMesh,RC-01,141.924,10.1127,2.631
2024-11-02T10:05:30,33.58753,130.415611,60.543,UQ Mobile,RC-02,141.717,10.1983,2.72
